# Interpolated propeller performance at 30 N (required) and 11 N (target)
# SI units: Thrust=N, Power=W, Torque=Nm; Cp, Ct, FOM dimensionless; 
# Sorted by Power at required thrust (ascending)
# ---------------------------------------------------------------------------

     Propeller  RPM@30N  Thrust@30N (N)  Power@30N (W)  Torque@30N (Nm)     Cp@30N     Ct@30N    FOM@30N  Eff@30N (N/W)  RPM@11N  Thrust@11N (N)  Power@11N (W)  Torque@11N (Nm)     Cp@11N     Ct@11N    FOM@11N  Eff@11N (N/W)
         13x10     7810         30.5000       545.5440           0.6641     0.0520     0.1251     0.6789         0.0563     4697              11       124.1800           0.2479     0.0534     0.1239     0.6508         0.0909
          12x4    12119         30.5000       549.4990           0.4327     0.0206     0.0706     0.7250         0.0556     7405              11       128.6520           0.1644     0.0210     0.0680     0.6741         0.0864
        13x10F     7965         30.5000       549.8980           0.6589     0.0488     0.1187     0.6688         0.0555     4789              11       123.9470           0.2442     0.0498     0.1176     0.6475         0.0905
          12x7     9620         30.5000       553.2220           0.5467     0.0413     0.1118     0.7217         0.0555     5827              11       126.0530           0.2045     0.0421     0.1097     0.6887         0.0882
         14x13     6673         30.5000       553.7000           0.7849     0.0569     0.1251     0.6204         0.0559     4025              11       123.6340           0.2927     0.0585     0.1245     0.5992         0.0893
        12x8SF     7789         30.5000       554.6470           0.6763     0.0779     0.1706     0.7208         0.0554     4681              11       122.0740           0.2447     0.0775     0.1691     0.7150         0.0928
        14x12E     7199         30.5000       556.6000           0.7339     0.0458     0.1077     0.6158         0.0553     4319              11       125.7150           0.2721     0.0468     0.1071     0.5962         0.0903
        13x10E     8283         30.5000       562.7360           0.6450     0.0449     0.1112     0.6589         0.0547     5004              11       125.6750           0.2392     0.0458     0.1102     0.6370         0.0876
       11x46SF    12000         30.5000       562.9650           0.4480     0.0337     0.1021     0.7720         0.0542     7285              11       124.1830           0.1615     0.0328     0.0994     0.7626         0.0896
         115x4    12080         30.5000       564.0670           0.4458     0.0265     0.0843     0.7366         0.0542     7362              11       131.0170           0.1684     0.0269     0.0815     0.6907         0.0849
        14x13N     6950         30.5000       564.3120           0.7739     0.0519     0.1159     0.6057         0.0542     4169              11       128.4080           0.2886     0.0535     0.1152     0.5839         0.0875
        14x135     6657         30.5000       565.6910           0.8037     0.0585     0.1257     0.6073         0.0547     4016              11       126.3480           0.2993     0.0602     0.1251     0.5872         0.0873
         13x11     7681         30.5000       566.9930           0.6997     0.0556     0.1272     0.6514         0.0544     4613              11       128.6520           0.2609     0.0571     0.1263     0.6270         0.0881
         115x6    10764         30.5000       567.0030           0.5013     0.0375     0.1060     0.7346         0.0540     6525              11       129.7050           0.1877     0.0380     0.1036     0.6988         0.0861
       11x47SF    10664         30.5000       568.2780           0.5068     0.0482     0.1290     0.7667         0.0540     6453              11       125.5540           0.1832     0.0474     0.1265     0.7579         0.0891
          12x8     9313         30.5000       568.6250           0.5799     0.0468     0.1193     0.7029         0.0540     5621              11       129.5620           0.2166     0.0478     0.1176     0.6731         0.0866
       11x38SF    11484         30.5000       572.1160           0.4737     0.0389     0.1112     0.7620         0.0536     6983              11       125.9860           0.1717     0.0381     0.1086     0.7489         0.0874
         12x8E     9706         30.5000       572.2870           0.5610     0.0417     0.1099     0.6978         0.0536     5866              11       128.8800           0.2081     0.0423     0.1084     0.6735         0.0861
        125x10     8367         30.5000       573.2210           0.6501     0.0530     0.1255     0.6698         0.0537     5052              11       129.0810           0.2426     0.0543     0.1243     0.6445         0.0857
       11x45MR    12120         30.5000       573.2840           0.4508     0.0332     0.1000     0.7585         0.0533     7355              11       129.4150           0.1666     0.0332     0.0975     0.7318         0.0860
       11x7E-3    10009         30.5000       575.0770           0.5487     0.0593     0.1467     0.7550         0.0530     6055              11       130.0110           0.2039     0.0602     0.1443     0.7275         0.0849
         12x9W     8575         30.5000       578.8580           0.6406     0.0609     0.1406     0.6909         0.0532     5175              11       130.6500           0.2384     0.0621     0.1390     0.6657         0.0854
         14x14     6642         30.5000       579.1940           0.8244     0.0603     0.1262     0.5932         0.0534     4007              11       129.0990           0.3067     0.0619     0.1257     0.5741         0.0853
       11x45EP    13022         30.5000       581.2130           0.4265     0.0272     0.0866     0.7471         0.0525     7936              11       132.1590           0.1588     0.0273     0.0841     0.7134         0.0834
       11x55MR    11313         30.5000       582.0810           0.4899     0.0414     0.1146     0.7479         0.0527     6857              11       130.0850           0.1806     0.0415     0.1124     0.7239         0.0852
        12x85F     9495         30.5000       583.2830           0.5835     0.0452     0.1148     0.6850         0.0527     5728              11       131.0450           0.2161     0.0459     0.1133     0.6626         0.0853
          12x9     9149         30.5000       583.8010           0.6072     0.0508     0.1238     0.6837         0.0525     5508              11       132.5170           0.2265     0.0520     0.1224     0.6561         0.0848
        11x6-4     9680         30.5000       585.4000           0.5752     0.0664     0.1564     0.7441         0.0524     5863              11       134.4470           0.2178     0.0685     0.1536     0.7017         0.0825
        11x55E    12152         30.5000       588.3560           0.4615     0.0338     0.0994     0.7396         0.0520     7374              11       133.2560           0.1712     0.0339     0.0970     0.7100         0.0836
          11x5    12216         30.5000       589.7350           0.4601     0.0333     0.0984     0.7381         0.0519     7432              11       135.0600           0.1723     0.0337     0.0955     0.6987         0.0824
          11x4    13010         30.5000       589.8740           0.4332     0.0277     0.0868     0.7361         0.0517     7951              11       135.7700           0.1631     0.0279     0.0838     0.6924         0.0812
        14x14N     6922         30.5000       592.5600           0.8149     0.0551     0.1167     0.5776         0.0517     4153              11       133.7570           0.3032     0.0567     0.1162     0.5584         0.0840
          11x6    11578         30.5000       596.6420           0.4904     0.0396     0.1094     0.7299         0.0514     7042              11       135.4230           0.1833     0.0400     0.1068     0.6964         0.0814
        11x7SF     9362         30.5000       597.7530           0.6063     0.0747     0.1672     0.7300         0.0514     5641              11       131.0790           0.2190     0.0740     0.1654     0.7243         0.0857
        12x10W     8501         30.5000       600.8770           0.6706     0.0649     0.1431     0.6660         0.0513     5128              11       135.0520           0.2492     0.0662     0.1417     0.6431         0.0824
       135x135     7287         30.5000       602.7930           0.7839     0.0572     0.1215     0.5909         0.0512     4368              11       136.7770           0.2913     0.0588     0.1210     0.5707         0.0831
         12x10     9057         30.5000       604.5460           0.6367     0.0544     0.1264     0.6592         0.0505     5443              11       137.1110           0.2372     0.0558     0.1252     0.6344         0.0820
          11x3    14508         30.5000       605.0440           0.3973     0.0204     0.0697     0.7191         0.0506     8924              11       141.4820           0.1512     0.0205     0.0665     0.6650         0.0779
          11x9    11000         30.5000       605.5950           0.5257     0.0396     0.1027     0.6925         0.0515     6843              11       127.2460           0.1782     0.0281     0.0807     0.6728         0.0864
          11x7    11136         30.5000       610.1880           0.5226     0.0456     0.1184     0.7125         0.0501     6739              11       138.4450           0.1949     0.0463     0.1162     0.6821         0.0803
         11x7E    11371         30.5000       611.9960           0.5122     0.0428     0.1134     0.7115         0.0501     6888              11       137.3410           0.1896     0.0432     0.1115     0.6870         0.0806
        105x45    14896         30.5000       619.7500           0.3972     0.0245     0.0797     0.7344         0.0493     9129              11       143.5750           0.1497     0.0246     0.0765     0.6883         0.0769
        14x14E     7145         30.5000       623.8520           0.8293     0.0526     0.1094     0.5493         0.0492     4281              11       140.2610           0.3059     0.0536     0.1090     0.5353         0.0809
        135x14     7367         30.5000       624.0660           0.8021     0.0573     0.1189     0.5707         0.0495     4415              11       141.1980           0.2977     0.0588     0.1183     0.5527         0.0805
        11x9-4     8643         30.5000       624.4190           0.6860     0.0992     0.1961     0.6985         0.0493     5211              11       142.2000           0.2576     0.1023     0.1940     0.6667         0.0786
       10x46SF    14060         30.5000       625.6330           0.4245     0.0374     0.1088     0.7650         0.0488     8546              11       137.1770           0.1525     0.0363     0.1059     0.7571         0.0810
       10x38SF    13361         30.5000       625.9600           0.4462     0.0435     0.1204     0.7647         0.0489     8127              11       137.5880           0.1611     0.0425     0.1173     0.7544         0.0804
        12x10E     9389         30.5000       626.4680           0.6339     0.0503     0.1174     0.6382         0.0491     5650              11       140.3350           0.2344     0.0512     0.1164     0.6192         0.0799
       10x47SF    12436         30.5000       627.8020           0.4805     0.0541     0.1389     0.7634         0.0488     7537              11       137.7110           0.1732     0.0529     0.1360     0.7556         0.0809
         105x6    12412         30.5000       628.4530           0.4819     0.0427     0.1147     0.7257         0.0488     7537              11       142.9800           0.1796     0.0431     0.1119     0.6934         0.0779
   10x45MRF-RH    14021         30.5000       630.2990           0.4291     0.0381     0.1094     0.7581         0.0484     8519              11       141.8530           0.1580     0.0379     0.1066     0.7331         0.0783
   10x38MRF-RH    13645         30.5000       631.1090           0.4406     0.0412     0.1153     0.7589         0.0485     8292              11       141.4710           0.1617     0.0410     0.1125     0.7358         0.0784
          11x8    10873         30.5000       631.1950           0.5534     0.0507     0.1241     0.6895         0.0485     6559              11       143.4880           0.2062     0.0517     0.1225     0.6616         0.0778
       10x45MR    13927         30.5000       631.8130           0.4330     0.0389     0.1109     0.7568         0.0483     8459              11       142.2270           0.1593     0.0387     0.1081     0.7318         0.0781
         12x11     8984         30.5000       633.0700           0.6727     0.0584     0.1285     0.6289         0.0482     5392              11       143.6000           0.2501     0.0599     0.1277     0.6075         0.0783
         11x8E    11104         30.5000       634.3560           0.5447     0.0478     0.1191     0.6853         0.0482     6702              11       142.7590           0.2014     0.0484     0.1174     0.6636         0.0781
        13x13N     8422         30.5000       642.4910           0.7236     0.0478     0.1058     0.5748         0.0479     5071              11       143.3190           0.2690     0.0491     0.1054     0.5566         0.0773
         11x8F    11260         30.5000       643.1220           0.5436     0.0463     0.1157     0.6775         0.0476     6805              11       144.0390           0.2009     0.0469     0.1141     0.6556         0.0771
         10x5E    14328         30.5000       643.7440           0.4283     0.0364     0.1047     0.7433         0.0475     8719              11       145.1180           0.1583     0.0363     0.1018     0.7148         0.0763
       10x55MR    13086         30.5000       646.1920           0.4711     0.0480     0.1256     0.7403         0.0473     7936              11       144.5400           0.1732     0.0479     0.1231     0.7186         0.0763
          10x4    15180         30.5000       647.6670           0.4071     0.0308     0.0933     0.7387         0.0472     9293              11       149.1730           0.1523     0.0307     0.0896     0.6969         0.0742
        10x6-4    11461         30.5000       648.7600           0.5387     0.0714     0.1635     0.7382         0.0473     6957              11       148.2670           0.2033     0.0732     0.1602     0.6984         0.0744
        11x85E    11009         30.5000       650.4680           0.5641     0.0504     0.1213     0.6680         0.0469     6632              11       146.0490           0.2084     0.0510     0.1198     0.6474         0.0764
          10x5    14138         30.5000       652.3440           0.4399     0.0383     0.1075     0.7336         0.0468     8615              11       148.8580           0.1639     0.0384     0.1042     0.6985         0.0745
  10x58EP(F2B)    13576         30.5000       656.8000           0.4608     0.0436     0.1166     0.7287         0.0466     8241              11       147.6860           0.1702     0.0437     0.1140     0.7037         0.0750
         13x14     7522         30.5000       657.0180           0.8269     0.0697     0.1346     0.5656         0.0470     4509              11       147.7040           0.3059     0.0713     0.1341     0.5486         0.0769
          10x3    17094         30.5000       659.3870           0.3683     0.0220     0.0736     0.7246         0.0463    10540              11       154.2100           0.1392     0.0218     0.0697     0.6724         0.0717
         10x6E    13625         30.5000       661.6640           0.4628     0.0434     0.1157     0.7229         0.0463     8268              11       148.4870           0.1709     0.0435     0.1132     0.6986         0.0747
        95x5MR    14528         30.5000       663.4500           0.4351     0.0464     0.1250     0.7596         0.0461     8826              11       147.7840           0.1594     0.0461     0.1221     0.7381         0.0748
       13x135N     8404         30.5000       666.4000           0.7521     0.0499     0.1063     0.5542         0.0462     5060              11       148.4740           0.2791     0.0512     0.1059     0.5375         0.0745
          10x6    13435         30.5000       667.5270           0.4730     0.0457     0.1190     0.7177         0.0459     8169              11       150.8690           0.1758     0.0459     0.1161     0.6874         0.0733
         12x12     8948         30.5000       668.8680           0.7133     0.0624     0.1295     0.5958         0.0457     5368              11       151.0320           0.2644     0.0639     0.1289     0.5769         0.0744
        10x7SF    11085         30.5000       670.8260           0.5776     0.0819     0.1749     0.7130         0.0456     6679              11       147.1980           0.2084     0.0811     0.1730     0.7084         0.0758
         10x6F    14257         30.5000       679.3910           0.4543     0.0389     0.1057     0.7038         0.0450     8661              11       153.0630           0.1677     0.0389     0.1031     0.6796         0.0725
        12x12N     9204         30.5000       683.1470           0.7059     0.0583     0.1222     0.5844         0.0449     5524              11       153.9830           0.2617     0.0597     0.1216     0.5667         0.0730
         95x45    17496         30.5000       684.8180           0.3732     0.0275     0.0862     0.7355         0.0446    10749              11       157.4980           0.1397     0.0272     0.0823     0.6917         0.0701
         10x7E    13174         30.5000       685.8660           0.4965     0.0499     0.1239     0.6974         0.0446     7983              11       153.4860           0.1832     0.0501     0.1218     0.6759         0.0717
        9x37SF    17430         30.5000       689.1080           0.3769     0.0366     0.1078     0.7714         0.0444    10662              11       150.9430           0.1348     0.0350     0.1038     0.7633         0.0733
          10x7    13036         30.5000       689.2780           0.5046     0.0518     0.1266     0.6941         0.0443     7901              11       155.1750           0.1873     0.0523     0.1242     0.6671         0.0712
         11x10    10651         30.5000       691.9600           0.6183     0.0589     0.1293     0.6293         0.0443     6409              11       155.5750           0.2294     0.0602     0.1283     0.6089         0.0718
        9x38SF    15848         30.5000       694.5290           0.4181     0.0491     0.1305     0.7649         0.0440     9648              11       152.4960           0.1503     0.0476     0.1268     0.7563         0.0726
        9x41SF    16925         30.5000       694.7470           0.3918     0.0404     0.1144     0.7649         0.0439    10322              11       152.1130           0.1402     0.0388     0.1107     0.7583         0.0728
          95x6    15035         30.5000       701.8490           0.4456     0.0444     0.1168     0.7171         0.0435     9147              11       158.7390           0.1655     0.0446     0.1137     0.6862         0.0696
        9x47SF    14768         30.5000       704.6950           0.4550     0.0616     0.1502     0.7540         0.0434     8975              11       153.9560           0.1634     0.0599     0.1468     0.7490         0.0715
        9x46SF    16451         30.5000       704.8130           0.4083     0.0445     0.1210     0.7544         0.0434    10019              11       153.8210           0.1464     0.0431     0.1178     0.7490         0.0716
     11x55R-RH    15535         30.5000       707.0600           0.4337     0.0194     0.0608     0.6155         0.0433     9472              11       159.2800           0.1597     0.0192     0.0589     0.5924         0.0696
    9x45MRF-RH    16495         30.5000       708.5010           0.4094     0.0444     0.1204     0.7505         0.0432    10049              11       158.3580           0.1500     0.0439     0.1170     0.7282         0.0696
          93x3    18853         30.5000       708.7400           0.3589     0.0253     0.0809     0.7253         0.0431    11654              11       164.2920           0.1344     0.0248     0.0763     0.6779         0.0672
        12x12E     9288         30.5000       708.9860           0.7258     0.0589     0.1200     0.5633         0.0433     5577              11       158.3160           0.2670     0.0597     0.1194     0.5505         0.0711
         12x13     8933         30.5000       709.6800           0.7577     0.0665     0.1299     0.5618         0.0431     5357              11       159.7160           0.2801     0.0679     0.1294     0.5465         0.0704
        9x45MR    16534         30.5000       709.8590           0.4092     0.0442     0.1198     0.7491         0.0431    10073              11       158.7940           0.1500     0.0437     0.1165     0.7264         0.0694
        11x10E    10818         30.5000       710.4820           0.6256     0.0578     0.1255     0.6126         0.0431     6507              11       158.9650           0.2304     0.0587     0.1244     0.5970         0.0703
         9x45E    16906         30.5000       711.6480           0.4017     0.0415     0.1147     0.7467         0.0429    10308              11       160.0940           0.1479     0.0411     0.1111     0.7198         0.0691
          10x8    12787         30.5000       716.6680           0.5341     0.0569     0.1314     0.6674         0.0427     7727              11       161.0790           0.1981     0.0577     0.1295     0.6441         0.0689
           9x4    18208         30.5000       718.8480           0.3768     0.0336     0.0989     0.7388         0.0425    11186              11       164.4540           0.1402     0.0331     0.0944     0.6995         0.0671
         10x8E    12909         30.5000       720.8530           0.5327     0.0557     0.1291     0.6637         0.0424     7793              11       160.6790           0.1962     0.0563     0.1274     0.6458         0.0690
        12x13N     9194         30.5000       721.0130           0.7464     0.0618     0.1225     0.5534         0.0425     5515              11       161.9680           0.2759     0.0631     0.1220     0.5386         0.0695
           9x5    17166         30.5000       732.1190           0.4071     0.0408     0.1112     0.7255         0.0417    10488              11       166.4980           0.1509     0.0404     0.1073     0.6929         0.0665
           9x3    19482         30.5000       733.0360           0.3588     0.0279     0.0863     0.7249         0.0417    12050              11       169.2170           0.1338     0.0272     0.0814     0.6814         0.0651
         9x6-4    13559         30.5000       734.3040           0.5160     0.0829     0.1781     0.7238         0.0417     8227              11       167.8450           0.1936     0.0843     0.1742     0.6883         0.0660
         11x11    10603         30.5000       734.3120           0.6588     0.0633     0.1304     0.5932         0.0418     6373              11       164.6670           0.2437     0.0647     0.1297     0.5766         0.0678
         95x7N    20745         30.5000       735.0130           0.3380     0.0165     0.0582     0.6761         0.0416    12494              11       167.7350           0.1289     0.0190     0.0607     0.6428         0.0657
         9x6SF    13777         30.5000       739.6960           0.5118     0.0796     0.1726     0.7190         0.0413     8328              11       161.4770           0.1841     0.0782     0.1700     0.7153         0.0688
        9x8E-3    12527         30.5000       739.9650           0.5624     0.1057     0.2086     0.7190         0.0414     7557              11       165.3620           0.2074     0.1069     0.2062     0.6993         0.0673
          9x6E    15591         30.5000       744.2560           0.4552     0.0552     0.1348     0.7142            NaN     9457              11       166.3060           0.1673     0.0551     0.1319     0.6933            NaN
        875x50    17381         30.5000       748.5950           0.4106     0.0462     0.1214     0.7301         0.0408    10607              11       169.3150           0.1520     0.0459     0.1174     0.6996         0.0653
        11x12W     9766         30.5000       749.0390           0.7297     0.0827     0.1537     0.5815         0.0409     5876              11       166.8870           0.2692     0.0842     0.1530     0.5671         0.0665
        925x60    17924         30.5000       752.7110           0.4009     0.0322     0.0915     0.6868         0.0405    10916              11       170.9260           0.1493     0.0323     0.0889     0.6553         0.0645
           9x6    16455         30.5000       754.2100           0.4369     0.0476     0.1210     0.7049         0.0406    10019              11       169.5650           0.1619     0.0476     0.1178     0.6771         0.0649
        95x75N    15646         30.5000       754.9880           0.4602     0.0424     0.1078     0.6669         0.0405     9460              11       170.5140           0.1713     0.0431     0.1061     0.6412         0.0650
          9x5F    18059         30.5000       756.0610           0.3998     0.0362     0.1005     0.7021         0.0404    11046              11       170.0710           0.1469     0.0356     0.0969     0.6762         0.0647
         12x14     8935         30.5000       756.2060           0.8074     0.0709     0.1299     0.5269         0.0404     5356              11       169.2370           0.2976     0.0722     0.1294     0.5141         0.0665
          9x65    16003         30.5000       758.0800           0.4525     0.0522     0.1280     0.7000         0.0402     9698              11       171.3470           0.1678     0.0526     0.1254     0.6739         0.0646
          10x9    12606         30.5000       760.7720           0.5748     0.0630     0.1352     0.6292         0.0403     7596              11       170.5190           0.2126     0.0640     0.1339     0.6102         0.0652
         11x12    10625         30.5000       776.3750           0.6951     0.0665     0.1299     0.5613         0.0395     6384              11       173.1490           0.2563     0.0678     0.1293     0.5473         0.0646
           9x7    16170         30.5000       784.4680           0.4627     0.0522     0.1254     0.6773         0.0389     9803              11       176.6040           0.1713     0.0526     0.1228     0.6536         0.0626
        8x38SF    19152         30.5000       788.7050           0.3931     0.0571     0.1431     0.7580         0.0387    11685              11       172.8160           0.1406     0.0547     0.1385     0.7517         0.0640
        9x75SF    13293         30.5000       789.5780           0.5660     0.0945     0.1854     0.6740         0.0388     8021              11       171.5500           0.2041     0.0937     0.1837     0.6710         0.0642
        8x41SF    19974         30.5000       789.5880           0.3776     0.0504     0.1317     0.7570         0.0386    12186              11       172.3600           0.1347     0.0482     0.1275     0.7522         0.0640
          9x75    15736         30.5000       798.2700           0.4836     0.0577     0.1323     0.6657         0.0383     9504              11       179.1680           0.1790     0.0584     0.1306     0.6445         0.0619
        11x12E    10163         30.5000       800.2040           0.7498     0.0785     0.1421     0.5442         0.0383     6114              11       176.4830           0.2746     0.0794     0.1414     0.5344         0.0628
          9x3N    23026         30.5000       800.3990           0.3319     0.0185     0.0618     0.6631         0.0381    14496              11       178.4320           0.1171     0.0164     0.0562     0.6465         0.0618
         9x75E    14989         30.5000       800.6400           0.5100     0.0671     0.1460     0.6630         0.0381     9060              11       177.6270           0.1871     0.0673     0.1439     0.6472         0.0621
          8x4E    21054         30.5000       804.7470           0.3649     0.0438     0.1184     0.7421         0.0379    12897              11       180.8560           0.1335     0.0427     0.1139     0.7175         0.0609
        8x47SF    17923         30.5000       810.7410           0.4317     0.0716     0.1635     0.7370         0.0376    10894              11       176.3690           0.1545     0.0693     0.1595     0.7339         0.0625
        8x45MR    20177         30.5000       812.6300           0.3845     0.0503     0.1290     0.7353         0.0376    12295              11       181.2210           0.1404     0.0494     0.1251     0.7152         0.0609
          78x4    23330         30.5000       813.7000           0.3329     0.0325     0.0964     0.7343         0.0375    14435              11       186.5670           0.1232     0.0315     0.0908     0.6946         0.0591
         10x10    12519         30.5000       815.4380           0.6201     0.0689     0.1371     0.5875         0.0376     7532              11       181.5570           0.2285     0.0700     0.1361     0.5727         0.0613
          9x6N    19800         30.5000       818.3830           0.3944     0.0297     0.0836     0.6494         0.0373    12062              11       182.6250           0.1443     0.0293     0.0812     0.6304         0.0603
           8x4    22281         30.5000       821.4390           0.3518     0.0377     0.1057     0.7274         0.0372    13736              11       185.8820           0.1292     0.0364     0.1003     0.6954         0.0593
        10x10E    12687         30.5000       825.5990           0.6198     0.0671     0.1334     0.5797         0.0371     7635              11       182.8120           0.2270     0.0678     0.1326     0.5685         0.0608
         11x13    10622         30.5000       829.8390           0.7430     0.0712     0.1300     0.5250         0.0370     6380              11       184.5130           0.2730     0.0723     0.1294     0.5139         0.0606
           9x8    15905         30.5000       835.8080           0.5017     0.0586     0.1296     0.6358         0.0365     9599              11       187.1380           0.1852     0.0593     0.1280     0.6170         0.0592
       875x70N    18418         30.5000       837.0490           0.4335     0.0435     0.1081     0.6530         0.0365    11144              11       187.2560           0.1601     0.0438     0.1065     0.6327         0.0589
           8x5    21183         30.5000       838.2770           0.3776     0.0448     0.1170     0.7128         0.0364    12957              11       188.4570           0.1390     0.0441     0.1128     0.6857         0.0584
          9x85    15614         30.5000       852.4650           0.5204     0.0630     0.1344     0.6236         0.0359     9409              11       189.9340           0.1918     0.0638     0.1332     0.6076         0.0583
         8x6SF    17029         30.5000       860.8530           0.4829     0.0886     0.1811     0.6940         0.0354    10291              11       187.4910           0.1734     0.0870     0.1785     0.6913         0.0590
          8x6E    18997         30.5000       869.0600           0.4369     0.0645     0.1456     0.6870         0.0351    11517              11       193.2320           0.1598     0.0640     0.1426     0.6705         0.0572
       875x75N    18353         30.5000       870.6070           0.4523     0.0457     0.1089     0.6283         0.0351    11090              11       193.6130           0.1663     0.0460     0.1076     0.6124         0.0569
          8x4F    23831         30.5000       871.6250           0.3491     0.0327     0.0925     0.6855         0.0350    14744              11       195.3250           0.1263     0.0309     0.0871     0.6630         0.0565
           8x6    20696         30.5000       875.9420           0.4037     0.0501     0.1226     0.6830         0.0349    12570              11       195.9680           0.1487     0.0500     0.1197     0.6603         0.0564
       875x75W    19168         30.5000       879.0170           0.4377     0.0405     0.0998     0.6220         0.0347    11583              11       194.5450           0.1601     0.0405     0.0985     0.6089         0.0568
         8x375    25293         30.5000       889.9150           0.3357     0.0279     0.0821     0.6728         0.0344    15760              11       192.7420           0.1166     0.0250     0.0762     0.6726         0.0572
          9x9E    14795         30.5000       891.8540           0.5750     0.0776     0.1497     0.5958            NaN     8921              11       196.6000           0.2101     0.0779     0.1485     0.5857            NaN
           9x9    15804         30.5000       896.2490           0.5411     0.0640     0.1312     0.5928         0.0341     9519              11       199.1330           0.1987     0.0647     0.1301     0.5791         0.0556
      875x75NN    19460         30.5000       914.5190           0.4483     0.0402     0.0969     0.5982         0.0334    11749              11       201.1120           0.1629     0.0401     0.0958     0.5897         0.0549
       7x38WSF    22328         30.5000       916.2260           0.3915     0.0815     0.1797     0.7460         0.0333    13613              11       199.5330           0.1398     0.0782     0.1741     0.7416         0.0553
      9x45R-RH    21976         30.5000       919.3550           0.3996     0.0245     0.0679     0.5776         0.0332    13420              11       191.1840           0.1357     0.0222     0.0656     0.6023         0.0578
      875x80NN    19458         30.5000       921.5850           0.4516     0.0405     0.0969     0.5933         0.0332    11742              11       202.2530           0.1639     0.0404     0.0959     0.5867         0.0546
         11x14    11062         30.5000       926.0570           0.7988     0.0707     0.1200     0.4699         0.0330     6639              11       205.1250           0.2921     0.0715     0.1197     0.4616         0.0544
          78x6    22053         30.5000       927.0090           0.4013     0.0498     0.1195     0.6608         0.0329    13400              11       206.4220           0.1467     0.0493     0.1166     0.6440         0.0535
     875x775NN    19476         30.5000       927.3740           0.4543     0.0407     0.0967     0.5891         0.0330    11758              11       203.7880           0.1651     0.0406     0.0956     0.5810         0.0542
         7x4SF    24832         30.5000       928.4220           0.3570     0.0601     0.1453     0.7352         0.0329    15176              11       201.3700           0.1267     0.0571     0.1403     0.7340         0.0547
           8x7    20443         30.5000       928.4770           0.4332     0.0551     0.1256     0.6441         0.0329    12362              11       206.0270           0.1587     0.0552     0.1238     0.6288         0.0536
        7x41SF    25233         30.5000       928.7310           0.3515     0.0573     0.1407     0.7350         0.0329    15389              11       201.3330           0.1248     0.0547     0.1363     0.7344         0.0548
          7x4E    26017         30.5000       937.9150           0.3444     0.0528     0.1324     0.7280         0.0325    15961              11       208.8230           0.1248     0.0509     0.1268     0.7089         0.0527
       10x12WE    11903         30.5000       946.3150           0.7586     0.0934     0.1518     0.5050         0.0323     7156              11       207.8840           0.2763     0.0939     0.1511     0.4993         0.0533
       875x85N    18274         30.5000       950.1510           0.4959     0.0505     0.1099     0.5755         0.0322    11023              11       208.7200           0.1809     0.0507     0.1089     0.5661         0.0527
         88x85    18784         30.5000       953.2490           0.4842     0.0461     0.1031     0.5724         0.0321    11335              11       209.3630           0.1758     0.0459     0.1019     0.5650         0.0528
           7x4    27273         30.5000       962.5040           0.3369     0.0470     0.1204     0.7097         0.0317    16828              11       212.2030           0.1201     0.0440     0.1140     0.6981         0.0519
          9x10    15831         30.5000       970.7360           0.5849     0.0689     0.1308     0.5480         0.0315     9526              11       214.2190           0.2138     0.0694     0.1300     0.5381         0.0517
     875x825NN    19442         30.5000       970.7970           0.4763     0.0428     0.0970     0.5634         0.0315    11726              11       212.0390           0.1722     0.0425     0.0962     0.5589         0.0521
         88x89    18671         30.5000       979.8480           0.5004     0.0482     0.1043     0.5566         0.0312    11250              11       213.6300           0.1807     0.0479     0.1035     0.5537         0.0517
           7x3    30828         30.5000       980.4740           0.3036     0.0331     0.0942     0.6966         0.0312    19396              11       211.6420           0.1042     0.0287     0.0859     0.6990         0.0521
         7x5SF    23989         30.5000       982.9830           0.3915     0.0706     0.1557     0.6940         0.0310    14546              11       212.7060           0.1395     0.0683     0.1526     0.6956         0.0519
      875x875W    19077         30.5000       983.1500           0.4920     0.0459     0.1008     0.5555         0.0310    11500              11       215.1220           0.1780     0.0457     0.0999     0.5515         0.0514
          7x5E    24791         30.5000       985.7680           0.3795     0.0641     0.1458     0.6930         0.0310    15102              11       217.9120           0.1377     0.0627     0.1416     0.6783         0.0505
     875x875NN    19415         30.5000       991.3430           0.4869     0.0440     0.0973     0.5515         0.0308    11702              11       215.6320           0.1755     0.0436     0.0966     0.5498         0.0512
       875x90W    19048         30.5000       998.2100           0.5004     0.0469     0.1012     0.5477         0.0306    11480              11       217.7520           0.1807     0.0466     0.1003     0.5439         0.0508
         88x90    18744         30.5000       998.5940           0.5084     0.0486     0.1035     0.5460         0.0306    11304              11       218.5040           0.1838     0.0483     0.1025     0.5419         0.0506
           8x8    20354         30.5000      1005.7490           0.4714     0.0605     0.1267     0.5943         0.0304    12281              11       221.2990           0.1717     0.0605     0.1255     0.5858         0.0499
          8x8E    18466         30.5000      1006.7020           0.5198     0.0811     0.1539     0.5940            NaN    11143              11       221.4790           0.1891     0.0811     0.1524     0.5863            NaN
           7x5    26580         30.5000      1007.1620           0.3616     0.0531     0.1268     0.6782         0.0303    16240              11       220.3170           0.1294     0.0509     0.1225     0.6720         0.0500
