# Interpolated propeller performance at 30 N (required) and 11 N (target)
# SI units: Thrust=N, Power=W, Torque=Nm; Cp, Ct, FOM dimensionless; 
# Sorted by Power at required thrust (ascending)
# ---------------------------------------------------------------------------

     Propeller  RPM@30N  Thrust@30N (N)  Power@30N (W)  Torque@30N (Nm)     Cp@30N     Ct@30N    FOM@30N  Eff@30N (N/W)  RPM@11N  Thrust@11N (N)  Power@11N (W)  Torque@11N (Nm)     Cp@11N     Ct@11N    FOM@11N  Eff@11N (N/W)
    9x39SFR-PC    23411         30.5000      1007.4280           0.4101     0.0220     0.0597     0.5306         0.0305    14544              11       194.9030           0.1278     0.0178     0.0559     0.5902         0.0566
        88x875    18678         30.5000      1008.9150           0.5152     0.0496     0.1042     0.5406         0.0303    11258              11       219.6860           0.1859     0.0493     0.1033     0.5378         0.0503
          8x73    21069         30.5000      1011.2580           0.4582     0.0549     0.1183     0.5907         0.0302    12706              11       221.7100           0.1661     0.0547     0.1172     0.5851         0.0498
       9x44SFR    23067         30.5000      1014.7730           0.4200     0.0233     0.0616     0.5244         0.0301    14188              11       197.5280           0.1327     0.0195     0.0587     0.5836         0.0558
      875x90NN    19404         30.5000      1016.6320           0.4996     0.0451     0.0974     0.5382         0.0301    11693              11       220.6390           0.1796     0.0447     0.0967     0.5371         0.0501
          78x7    21695         30.5000      1017.0620           0.4472     0.0574     0.1234     0.6032         0.0300    13120              11       222.5870           0.1617     0.0568     0.1217     0.5974         0.0495
      875x925W    19048         30.5000      1023.8250           0.5132     0.0481     0.1012     0.5337         0.0298    11477              11       223.1370           0.1850     0.0477     0.1003     0.5314         0.0495
     875x925NN    19391         30.5000      1027.4740           0.5055     0.0457     0.0975     0.5323         0.0298    11684              11       222.9120           0.1815     0.0452     0.0969     0.5321         0.0496
        88x925    18682         30.5000      1044.1680           0.5330     0.0513     0.1041     0.5223         0.0293    11260              11       227.1110           0.1919     0.0508     0.1033     0.5208         0.0486
         88x95    18786         30.5000      1047.8730           0.5323     0.0516     0.1045     0.5219         0.0292    11323              11       227.8230           0.1918     0.0511     0.1035     0.5200         0.0485
        88x975    18809         30.5000      1049.7140           0.5326     0.0517     0.1047     0.5218         0.0291    11338              11       228.6940           0.1919     0.0513     0.1037     0.5200         0.0483
          7x6W    24051         30.5000      1052.8560           0.4180     0.0750     0.1549     0.6489         0.0290    14611              11       232.5920           0.1517     0.0736     0.1512     0.6368         0.0474
          7x6E    24243         30.5000      1059.5350           0.4171     0.0736     0.1524     0.6445         0.0288    14686              11       233.0670           0.1511     0.0726     0.1497     0.6361         0.0473
         7x6SF    23578         30.5000      1061.1770           0.4295     0.0801     0.1611     0.6434         0.0288    14262              11       228.5820           0.1529     0.0779     0.1588     0.6470         0.0483
        74x75C    21599         30.5000      1066.5260           0.4711     0.0793     0.1537     0.6064         0.0286    13078              11       234.1200           0.1710     0.0786     0.1512     0.5972         0.0470
       6x42E-3    29125         30.5000      1070.9600           0.3511     0.0929     0.1957     0.7440         0.0285    17803              11       238.4230           0.1277     0.0904     0.1888     0.7244         0.0462
        74x76C    21570         30.5000      1077.1790           0.4763     0.0804     0.1541     0.6004         0.0284    13058              11       236.7240           0.1729     0.0797     0.1517     0.5912         0.0465
           7x6    26187         30.5000      1084.2560           0.3954     0.0598     0.1306     0.6299         0.0282    15882              11       234.4590           0.1409     0.0579     0.1281     0.6307         0.0470
        74x77C    21551         30.5000      1086.2110           0.4809     0.0813     0.1544     0.5950         0.0281    13043              11       238.1170           0.1744     0.0806     0.1521     0.5871         0.0462
           8x9    20294         30.5000      1106.6390           0.5201     0.0673     0.1275     0.5401         0.0276    12229              11       241.4210           0.1881     0.0669     0.1265     0.5367         0.0457
          63x4    32509         30.5000      1108.9730           0.3256     0.0563     0.1334     0.6899         0.0276    20088              11       238.1790           0.1132     0.0513     0.1260     0.6953         0.0462
          7x7E    24020         30.5000      1164.2320           0.4630     0.0833     0.1553     0.5859         0.0262    14498              11       254.1920           0.1669     0.0824     0.1535     0.5830         0.0434
           7x7    25784         30.5000      1177.2560           0.4359     0.0681     0.1348     0.5797         0.0259    15567              11       253.0110           0.1548     0.0662     0.1332     0.5857         0.0436
          7x9E    23683         30.5000      1185.4200           0.4764     0.0733     0.1283     0.5567         0.0271    14007              11       179.2360           0.1222     0.0232     0.0721     0.6717         0.0615
          7x4F    30644         30.5000      1186.3430           0.3693     0.0408     0.0954     0.5767         0.0258    19079              11       233.4870           0.1167     0.0333     0.0887     0.6332         0.0471
         65x37    33528         30.5000      1210.8710           0.3447     0.0461     0.1072     0.6086         0.0253    20762              11       229.4970           0.1054     0.0368     0.1008     0.6950         0.0480
          8x10    19776         30.5000      1215.9350           0.5866     0.0798     0.1343     0.4914         0.0251    11908              11       263.5540           0.2114     0.0793     0.1335     0.4908         0.0418
        5x4E-4    33975         30.5000      1282.0050           0.3604     0.1743     0.2983     0.7460            NaN    20733              11       283.7970           0.1307     0.1696     0.2887     0.7295            NaN
         65x29    35796         30.5000      1304.7730           0.3479     0.0408     0.0941     0.5647         0.0234    22472              11       228.0430           0.0968     0.0288     0.0860     0.6989         0.0483
       5x37E-3    38399         30.5000      1311.6740           0.3262     0.1235     0.2334     0.7284            NaN    23534              11       286.4880           0.1163     0.1172     0.2241     0.7221            NaN
          7x6F    29094         30.5000      1313.1160           0.4309     0.0529     0.1058     0.5198         0.0233    17676              11       258.4000           0.1395     0.0463     0.1034     0.5727         0.0427
        5x4E-3    34994         30.5000      1319.9760           0.3602     0.1642     0.2811     0.7240         0.0231    21336              11       290.4230           0.1299     0.1592     0.2726     0.7133         0.0379
           7x8    25773         30.5000      1329.2560           0.4922     0.0769     0.1349     0.5136         0.0230    15533              11       282.1330           0.1730     0.0743     0.1338     0.5251         0.0391
           6x4    35838         30.5000      1339.0990           0.3567     0.0623     0.1292     0.5957         0.0228    22063              11       251.3140           0.1089     0.0502     0.1230     0.6861         0.0438
      51x50E-3    35818         30.5000      1411.7380           0.3764     0.1484     0.2479     0.6635         0.0216    21753              11       306.7860           0.1347     0.1439     0.2423     0.6615         0.0359
           7x9    25751         30.5000      1490.0610           0.5524     0.0864     0.1351     0.4585         0.0205    15509              11       313.7340           0.1928     0.0832     0.1343     0.4720         0.0352
    8x37SFR-PC    28850         30.5000      1582.3570           0.5233     0.0335     0.0630     0.3796         0.0194    17932              11       220.5230           0.1173     0.0194     0.0589     0.5868         0.0499
          7x10    25788         30.5000      1647.5840           0.6099     0.0952     0.1347     0.4143         0.0185    15533              11       345.1610           0.2118     0.0911     0.1338     0.4290         0.0320
       8x42SFR    28856         30.5000      1678.0960           0.5550     0.0355     0.0631     0.3573         0.0183    17619              11       226.8150           0.1227     0.0210     0.0610     0.5712         0.0486
         7x11E    24299         30.5000      1851.7500           0.7273     0.1278     0.1517     0.3691         0.0165    14619              11       394.1680           0.2570     0.1247     0.1511     0.3760         0.0280
         7x15E    24434         30.5000      2575.6140           1.0059     0.1748     0.1500     0.2651         0.0119    14693              11       543.2740           0.3524     0.1693     0.1496     0.2730         0.0203
