# Interpolated propeller performance at 32 N (required) and 12 N (target)
# SI units: Thrust=N, Power=W, Torque=Nm; Cp, Ct, FOM dimensionless; 
# Sorted by Power at required thrust (ascending)
# ---------------------------------------------------------------------------

     Propeller  RPM@32N  Thrust@32N (N)  Power@32N (W)  Torque@32N (Nm)     Cp@32N     Ct@32N    FOM@32N  Eff@32N (N/W)  RPM@12N  Thrust@12N (N)  Power@12N (W)  Torque@12N (Nm)     Cp@12N     Ct@12N    FOM@12N  Eff@12N (N/W)
       12x38SF    10241              32       567.4290           0.5274     0.0352     0.1036     0.7557         0.0567     6454         12.5000       141.6640           0.2075     0.0347     0.1014     0.7428         0.0898
        12x6SF     8654              32       567.5290           0.6225     0.0581     0.1449     0.7577         0.0569     5431         12.5000       140.8060           0.2435     0.0574     0.1430     0.7513         0.0909
         14x12     6936              32       568.0050           0.7805     0.0525     0.1220     0.6466         0.0565     4326         12.5000       145.6160           0.3143     0.0539     0.1212     0.6239         0.0886
        14x12N     7153              32       580.1890           0.7711     0.0488     0.1145     0.6338         0.0556     4463         12.5000       148.9160           0.3108     0.0501     0.1138     0.6116         0.0868
   12x6EP(F2B)    10689              32       581.6710           0.5176     0.0317     0.0951     0.7374         0.0553     6744         12.5000       148.0520           0.2077     0.0319     0.0931     0.7104         0.0854
         12x6E    10695              32       581.9340           0.5177     0.0317     0.0950     0.7375         0.0553     6749         12.5000       147.7700           0.2078     0.0319     0.0930     0.7095         0.0855
         13x10     8007              32       583.4040           0.6959     0.0520     0.1252     0.6800         0.0549     5027         12.5000       148.1730           0.2803     0.0531     0.1240     0.6553         0.0846
          12x5    11502              32       584.5360           0.4834     0.0255     0.0821     0.7345         0.0550     7294         12.5000       151.3580           0.1966     0.0258     0.0796     0.6938         0.0834
          12x6    10256              32       584.6440           0.5423     0.0360     0.1033     0.7335         0.0550     6469         12.5000       150.0360           0.2191     0.0365     0.1010     0.7006         0.0846
          12x4    12389              32       589.6370           0.4533     0.0206     0.0708     0.7271         0.0545     7894         12.5000       153.4700           0.1853     0.0208     0.0682     0.6814         0.0817
        13x10F     8150              32       591.5990           0.6907     0.0488     0.1188     0.6696         0.0544     5112         12.5000       148.9840           0.2764     0.0496     0.1177     0.6509         0.0848
          12x7     9854              32       592.2560           0.5730     0.0413     0.1120     0.7231         0.0542     6207         12.5000       151.7550           0.2310     0.0419     0.1099     0.6933         0.0833
         14x13     6841              32       592.5790           0.8226     0.0568     0.1252     0.6212         0.0544     4270         12.5000       150.9870           0.3307     0.0583     0.1245     0.6017         0.0852
        12x8SF     7986              32       593.7630           0.7096     0.0780     0.1707     0.7210         0.0539     5012         12.5000       145.9470           0.2779     0.0775     0.1692     0.7160         0.0858
        14x12E     7368              32       598.4890           0.7693     0.0458     0.1078     0.6165         0.0541     4603         12.5000       151.3920           0.3078     0.0466     0.1071     0.5990         0.0852
        13x10E     8479              32       604.4020           0.6761     0.0449     0.1112     0.6594         0.0535     5313         12.5000       153.0280           0.2706     0.0456     0.1103     0.6398         0.0834
         115x4    12350              32       605.5080           0.4671     0.0265     0.0845     0.7385         0.0531     7846         12.5000       156.6690           0.1900     0.0267     0.0817     0.6970         0.0802
        14x135     6825              32       605.5400           0.8424     0.0585     0.1258     0.6081         0.0533     4259         12.5000       154.3080           0.3383     0.0600     0.1252     0.5896         0.0833
       11x46SF    12269              32       605.9780           0.4704     0.0338     0.1023     0.7723         0.0530     7761         12.5000       149.7550           0.1833     0.0329     0.0997     0.7635         0.0842
        14x13N     7114              32       606.7850           0.8112     0.0519     0.1159     0.6065         0.0530     4434         12.5000       155.4280           0.3262     0.0532     0.1153     0.5868         0.0831
         13x11     7873              32       606.8480           0.7333     0.0555     0.1273     0.6524         0.0530     4938         12.5000       153.3380           0.2950     0.0568     0.1264     0.6312         0.0821
         115x6    11024              32       606.9950           0.5253     0.0375     0.1062     0.7361         0.0527     6969         12.5000       154.8180           0.2121     0.0378     0.1038     0.7046         0.0809
       11x47SF    10923              32       609.0610           0.5318     0.0483     0.1291     0.7669         0.0526     6888         12.5000       150.8300           0.2080     0.0474     0.1267     0.7588         0.0834
          12x8     9533              32       610.2350           0.6078     0.0468     0.1194     0.7042         0.0529     6010         12.5000       154.4830           0.2448     0.0475     0.1177     0.6781         0.0810
         12x8E     9945              32       612.6780           0.5881     0.0417     0.1100     0.6988         0.0523     6245         12.5000       155.6730           0.2354     0.0421     0.1085     0.6770         0.0813
       11x38SF    11756              32       613.7210           0.4971     0.0389     0.1114     0.7625         0.0524     7422         12.5000       152.8800           0.1949     0.0381     0.1088     0.7503         0.0828
        125x10     8567              32       615.0310           0.6813     0.0529     0.1255     0.6708         0.0525     5367         12.5000       156.5260           0.2742     0.0540     0.1244     0.6477         0.0815
       11x45MR    12397              32       615.7790           0.4727     0.0333     0.1002     0.7596         0.0522     7841         12.5000       155.5400           0.1885     0.0331     0.0977     0.7357         0.0809
       11x7E-3    10236              32       618.5440           0.5752     0.0593     0.1469     0.7562         0.0520     6435         12.5000       157.5100           0.2306     0.0600     0.1445     0.7309         0.0806
         14x14     6809              32       620.0250           0.8642     0.0603     0.1263     0.5940         0.0521     4250         12.5000       157.6620           0.3467     0.0617     0.1258     0.5765         0.0815
         12x9W     8785              32       620.0380           0.6715     0.0609     0.1407     0.6919         0.0519     5506         12.5000       157.7950           0.2695     0.0619     0.1391     0.6691         0.0810
       11x45EP    13314              32       624.5010           0.4471     0.0273     0.0868     0.7486         0.0514     8439         12.5000       159.5000           0.1795     0.0272     0.0843     0.7175         0.0791
       11x55MR    11578              32       624.8150           0.5137     0.0414     0.1148     0.7487         0.0515     7299         12.5000       157.2930           0.2045     0.0414     0.1126     0.7271         0.0804
        12x85F     9724              32       625.2210           0.6117     0.0453     0.1149     0.6859         0.0515     6114         12.5000       157.3240           0.2446     0.0458     0.1134     0.6659         0.0800
        11x6-4     9917              32       626.2490           0.6025     0.0663     0.1566     0.7462         0.0512     6241         12.5000       162.0080           0.2457     0.0681     0.1539     0.7074         0.0781
          12x9     9361              32       627.4300           0.6365     0.0508     0.1239     0.6848         0.0514     5884         12.5000       158.3370           0.2561     0.0518     0.1225     0.6606         0.0796
        11x55E    12431              32       631.9260           0.4839     0.0339     0.0996     0.7407         0.0509     7864         12.5000       160.2630           0.1936     0.0338     0.0973     0.7139         0.0784
          11x5    12495              32       632.9970           0.4823     0.0334     0.0986     0.7395         0.0508     7928         12.5000       161.6850           0.1946     0.0335     0.0957     0.7042         0.0775
          11x4    13298              32       633.6810           0.4540     0.0278     0.0871     0.7378         0.0507     8452         12.5000       163.8950           0.1840     0.0278     0.0840     0.6980         0.0770
        14x14N     7089              32       636.4390           0.8542     0.0551     0.1167     0.5783         0.0505     4416         12.5000       162.3280           0.3428     0.0564     0.1163     0.5607         0.0797
          11x6    11855              32       639.2060           0.5140     0.0396     0.1096     0.7313         0.0502     7485         12.5000       163.8400           0.2070     0.0398     0.1070     0.7008         0.0772
        11x7SF     9585              32       642.1870           0.6363     0.0748     0.1673     0.7300         0.0502     6031         12.5000       157.1740           0.2487     0.0740     0.1655     0.7251         0.0797
        12x10W     8708              32       644.2270           0.7029     0.0648     0.1431     0.6668         0.0501     5453         12.5000       163.6380           0.2818     0.0660     0.1418     0.6461         0.0781
          11x3    14838              32       647.4060           0.4162     0.0205     0.0700     0.7217         0.0495     9485         12.5000       170.0050           0.1704     0.0204     0.0667     0.6718         0.0740
       135x135     7461              32       647.5950           0.8218     0.0572     0.1215     0.5914         0.0500     4660         12.5000       164.1860           0.3295     0.0585     0.1210     0.5736         0.0782
         12x10     9266              32       650.3800           0.6674     0.0544     0.1265     0.6601         0.0495     5811         12.5000       164.2890           0.2682     0.0554     0.1253     0.6381         0.0770
          11x7    11393              32       655.6120           0.5479     0.0456     0.1185     0.7136         0.0491     7183         12.5000       166.3740           0.2203     0.0461     0.1164     0.6866         0.0757
         11x7E    11640              32       656.7490           0.5370     0.0429     0.1136     0.7126         0.0490     7330         12.5000       166.0670           0.2145     0.0431     0.1116     0.6903         0.0761
        105x45    15229              32       664.6540           0.4164     0.0245     0.0800     0.7364         0.0483     9712         12.5000       172.2390           0.1688     0.0245     0.0768     0.6941         0.0730
        11x9-4     8856              32       668.3730           0.7187     0.0991     0.1963     0.7000         0.0481     5547         12.5000       171.5040           0.2909     0.1018     0.1942     0.6711         0.0745
        135x14     7544              32       669.9310           0.8409     0.0573     0.1189     0.5711         0.0484     4714         12.5000       169.2120           0.3367     0.0585     0.1184     0.5554         0.0757
        14x14E     7312              32       671.4590           0.8696     0.0526     0.1095     0.5496         0.0482     4561         12.5000       169.2680           0.3464     0.0535     0.1090     0.5375         0.0763
       10x38SF    13672              32       671.9330           0.4684     0.0437     0.1206     0.7653         0.0478     8649         12.5000       166.7820           0.1830     0.0426     0.1175     0.7560         0.0756
        12x10E     9614              32       672.4180           0.6646     0.0503     0.1175     0.6388         0.0479     6040         12.5000       167.8490           0.2654     0.0510     0.1165     0.6222         0.0747
       10x46SF    14379              32       672.9750           0.4458     0.0376     0.1091     0.7650         0.0477     9111         12.5000       165.5660           0.1732     0.0363     0.1061     0.7582         0.0758
         105x6    12704              32       673.6980           0.5053     0.0427     0.1149     0.7268         0.0477     8043         12.5000       171.4820           0.2030     0.0429     0.1121     0.6983         0.0730
       10x47SF    12730              32       674.1410           0.5044     0.0542     0.1391     0.7637         0.0477     8044         12.5000       165.6530           0.1967     0.0530     0.1362     0.7570         0.0756
   10x38MRF-RH    13972              32       676.1870           0.4621     0.0413     0.1156     0.7599         0.0473     8836         12.5000       170.2670           0.1831     0.0409     0.1127     0.7390         0.0738
   10x45MRF-RH    14339              32       677.3740           0.4501     0.0382     0.1096     0.7590         0.0474     9084         12.5000       170.6510           0.1789     0.0378     0.1067     0.7365         0.0734
          11x8    11132              32       677.4520           0.5801     0.0507     0.1243     0.6904         0.0474     7008         12.5000       171.4370           0.2331     0.0514     0.1226     0.6661         0.0729
       10x45MR    14246              32       678.7170           0.4542     0.0390     0.1111     0.7577         0.0473     9023         12.5000       170.6890           0.1804     0.0387     0.1083     0.7351         0.0733
         12x11     9192              32       681.3760           0.7052     0.0584     0.1286     0.6296         0.0472     5754         12.5000       172.1690           0.2828     0.0596     0.1278     0.6108         0.0737
         11x8E    11361              32       681.9610           0.5711     0.0478     0.1192     0.6861         0.0472     7148         12.5000       171.8010           0.2280     0.0483     0.1176     0.6669         0.0733
        13x13N     8627              32       689.3350           0.7586     0.0477     0.1059     0.5753         0.0468     5389         12.5000       174.1880           0.3041     0.0489     0.1054     0.5591         0.0734
         11x8F    11525              32       690.6050           0.5700     0.0464     0.1158     0.6781         0.0466     7249         12.5000       173.8520           0.2274     0.0467     0.1142     0.6587         0.0726
         10x5E    14660              32       690.8150           0.4491     0.0364     0.1049     0.7446         0.0465     9286         12.5000       174.7170           0.1791     0.0362     0.1020     0.7187         0.0720
       10x55MR    13387              32       694.4640           0.4941     0.0480     0.1258     0.7412         0.0463     8442         12.5000       174.6650           0.1962     0.0479     0.1233     0.7212         0.0722
          10x4    15521              32       694.8630           0.4268     0.0309     0.0936     0.7401         0.0462     9899         12.5000       178.5700           0.1720     0.0306     0.0899     0.7030         0.0702
        10x6-4    11733              32       695.1080           0.5643     0.0714     0.1638     0.7401         0.0462     7396         12.5000       178.9820           0.2294     0.0729     0.1604     0.7037         0.0706
        11x85E    11262              32       699.8140           0.5915     0.0504     0.1214     0.6685         0.0459     7080         12.5000       175.1250           0.2360     0.0509     0.1199     0.6505         0.0717
          10x5    14459              32       700.3430           0.4613     0.0384     0.1078     0.7348         0.0459     9179         12.5000       178.7560           0.1852     0.0383     0.1045     0.7034         0.0703
          11x9    11000              32       702.4130           0.6098     0.0543     0.1268     0.6641         0.0456     7000         12.5000       172.2050           0.2350     0.0483     0.1141     0.6514         0.0736
  10x58EP(F2B)    13901              32       703.7520           0.4832     0.0436     0.1167     0.7297         0.0455     8778         12.5000       177.7650           0.1926     0.0435     0.1141     0.7075         0.0707
         13x14     7707              32       704.4350           0.8670     0.0697     0.1346     0.5661         0.0459     4819         12.5000       176.4420           0.3462     0.0710     0.1342     0.5514         0.0721
          10x3    17464              32       707.0870           0.3861     0.0221     0.0739     0.7268         0.0454    11218         12.5000       184.7950           0.1569     0.0217     0.0700     0.6792         0.0679
         10x6E    13952              32       708.9810           0.4852     0.0435     0.1160     0.7239         0.0452     8810         12.5000       178.8080           0.1934     0.0434     0.1133     0.7019         0.0703
        95x5MR    14873              32       711.5800           0.4564     0.0465     0.1252     0.7606         0.0450     9395         12.5000       178.5300           0.1807     0.0461     0.1223     0.7410         0.0706
       13x135N     8608              32       715.2320           0.7886     0.0498     0.1063     0.5548         0.0452     5377         12.5000       180.3800           0.3155     0.0509     0.1059     0.5400         0.0708
          10x6    13751              32       715.8850           0.4960     0.0457     0.1192     0.7190         0.0448     8695         12.5000       181.9090           0.1987     0.0458     0.1163     0.6916         0.0692
         12x12     9159              32       719.4030           0.7479     0.0624     0.1295     0.5963         0.0447     5726         12.5000       181.2290           0.2991     0.0636     0.1290     0.5798         0.0701
        10x7SF    11342              32       722.1560           0.6062     0.0820     0.1751     0.7130         0.0446     7127         12.5000       177.5560           0.2367     0.0811     0.1731     0.7091         0.0709
         10x6F    14587              32       729.4370           0.4764     0.0390     0.1060     0.7048         0.0440     9228         12.5000       184.2890           0.1897     0.0388     0.1033     0.6831         0.0682
         95x45    17895              32       733.5640           0.3913     0.0276     0.0865     0.7375         0.0437    11436         12.5000       189.2590           0.1577     0.0272     0.0826     0.6975         0.0664
        12x12N     9422              32       734.3830           0.7401     0.0583     0.1223     0.5848         0.0439     5903         12.5000       184.0000           0.2960     0.0595     0.1217     0.5701         0.0684
         10x7E    13481              32       736.9830           0.5207     0.0500     0.1240     0.6980         0.0436     8490         12.5000       185.7640           0.2074     0.0500     0.1220     0.6789         0.0679
        9x37SF    17831              32       739.9380           0.3959     0.0367     0.1082     0.7718         0.0433    11350         12.5000       182.5680           0.1532     0.0351     0.1041     0.7647         0.0689
          10x7    13335              32       740.8200           0.5291     0.0518     0.1268     0.6950         0.0434     8407         12.5000       187.6530           0.2118     0.0522     0.1244     0.6708         0.0672
         11x10    10914              32       741.4660           0.6482     0.0589     0.1294     0.6298         0.0432     6839         12.5000       186.7270           0.2595     0.0600     0.1284     0.6119         0.0675
        9x38SF    16213              32       746.2900           0.4390     0.0493     0.1308     0.7652         0.0430    10276         12.5000       184.1770           0.1708     0.0477     0.1270     0.7575         0.0683
        9x41SF    17309              32       746.9620           0.4115     0.0405     0.1148     0.7650         0.0429    11002         12.5000       183.5560           0.1593     0.0389     0.1110     0.7590         0.0681
          95x6    15376              32       754.0240           0.4673     0.0445     0.1171     0.7181         0.0426     9738         12.5000       191.3280           0.1871     0.0445     0.1139     0.6909         0.0657
        9x46SF    16837              32       756.6610           0.4288     0.0447     0.1213     0.7548         0.0424    10659         12.5000       186.2670           0.1662     0.0432     0.1181     0.7503         0.0675
        9x47SF    15117              32       756.7250           0.4777     0.0618     0.1505     0.7541         0.0423     9547         12.5000       186.8960           0.1857     0.0600     0.1471     0.7496         0.0674
     11x55R-RH    15900              32       758.4960           0.4553     0.0195     0.0610     0.6159         0.0422    10095         12.5000       191.4650           0.1808     0.0192     0.0590     0.5955         0.0654
    9x45MRF-RH    16883              32       759.9490           0.4294     0.0445     0.1206     0.7517         0.0422    10693         12.5000       190.9900           0.1699     0.0438     0.1173     0.7315         0.0658
          93x3    19262              32       760.1840           0.3766     0.0254     0.0813     0.7270         0.0422    12396         12.5000       197.1230           0.1516     0.0247     0.0766     0.6842         0.0637
        9x45MR    16924              32       761.0230           0.4293     0.0443     0.1201     0.7499         0.0421    10720         12.5000       191.6140           0.1699     0.0436     0.1167     0.7296         0.0656
        12x12E     9510              32       761.8290           0.7611     0.0589     0.1200     0.5635         0.0423     5964         12.5000       189.5310           0.3024     0.0595     0.1194     0.5528         0.0661
        11x10E    11081              32       762.3220           0.6561     0.0578     0.1255     0.6131         0.0421     6951         12.5000       190.4390           0.2609     0.0584     0.1245     0.5997         0.0658
         12x13     9145              32       763.1310           0.7946     0.0665     0.1299     0.5622         0.0421     5714         12.5000       191.9480           0.3169     0.0677     0.1294     0.5490         0.0662
         9x45E    17290              32       764.2340           0.4214     0.0416     0.1150     0.7479         0.0420    10986         12.5000       192.4750           0.1674     0.0410     0.1114     0.7239         0.0650
          10x8    13095              32       768.7770           0.5600     0.0569     0.1316     0.6682         0.0417     8235         12.5000       194.0820           0.2240     0.0575     0.1297     0.6476         0.0649
           9x4    18614              32       771.2610           0.3953     0.0337     0.0992     0.7405         0.0416    11908         12.5000       197.8390           0.1584     0.0330     0.0948     0.7053         0.0633
         10x8E    13213              32       774.6380           0.5587     0.0557     0.1292     0.6642         0.0414     8301         12.5000       194.0620           0.2221     0.0561     0.1276     0.6482         0.0650
        12x13N     9412              32       775.4660           0.7827     0.0618     0.1225     0.5538         0.0416     5894         12.5000       193.9310           0.3123     0.0629     0.1221     0.5413         0.0649
           9x3    19915              32       785.3970           0.3763     0.0281     0.0867     0.7267         0.0408    12812         12.5000       202.7830           0.1510     0.0271     0.0818     0.6867         0.0618
           9x5    17554              32       786.0030           0.4270     0.0409     0.1115     0.7267         0.0408    11172         12.5000       199.8780           0.1706     0.0404     0.1076     0.6980         0.0627
         9x6-4    13883              32       786.5810           0.5408     0.0829     0.1784     0.7254         0.0407     8763         12.5000       201.4260           0.2186     0.0840     0.1746     0.6936         0.0624
         11x11    10865              32       787.0660           0.6908     0.0633     0.1305     0.5937         0.0408     6800         12.5000       197.7710           0.2758     0.0644     0.1298     0.5796         0.0638
        9x8E-3    12831              32       793.4290           0.5897     0.1058     0.2088     0.7197         0.0404     8065         12.5000       198.4210           0.2348     0.1066     0.2064     0.7023         0.0632
         9x6SF    14107              32       794.3510           0.5372     0.0797     0.1728     0.7190         0.0403     8881         12.5000       194.8670           0.2092     0.0783     0.1702     0.7159         0.0644
          9x6E    15964              32       798.0010           0.4775     0.0553     0.1350     0.7149            NaN    10083         12.5000       199.9660           0.1894     0.0550     0.1321     0.6963            NaN
         95x7N    16617              32       798.1850           0.4609     0.0387     0.1023     0.6765         0.0402    11533         12.5000       200.8520           0.1696     0.0317     0.0860     0.6535         0.0623
        11x12W    10011              32       802.3340           0.7652     0.0827     0.1538     0.5820         0.0399     6257         12.5000       201.8130           0.3047     0.0839     0.1530     0.5693         0.0628
        875x50    17782              32       802.7790           0.4306     0.0463     0.1217     0.7313         0.0399    11296         12.5000       203.7020           0.1718     0.0458     0.1177     0.7038         0.0617
           9x6    16842              32       809.1260           0.4582     0.0477     0.1212     0.7057         0.0396    10659         12.5000       204.8740           0.1831     0.0475     0.1181     0.6810         0.0614
        95x75N    16025              32       809.4710           0.4825     0.0424     0.1079     0.6680         0.0395    10089         12.5000       204.7950           0.1936     0.0429     0.1063     0.6454         0.0612
        925x60    18336              32       810.4070           0.4215     0.0323     0.0917     0.6860         0.0396    11616         12.5000       205.7420           0.1686     0.0322     0.0891     0.6603         0.0610
          9x5F    18464              32       812.3450           0.4195     0.0363     0.1008     0.7029         0.0395    11751         12.5000       205.3180           0.1663     0.0355     0.0972     0.6798         0.0611
         12x14     9148              32       813.4240           0.8468     0.0709     0.1299     0.5272         0.0395     5714         12.5000       203.6360           0.3368     0.0719     0.1295     0.5163         0.0625
          9x65    16371              32       814.6930           0.4745     0.0523     0.1282     0.7007         0.0394    10331         12.5000       206.3910           0.1898     0.0524     0.1256     0.6776         0.0609
          10x9    12915              32       815.5770           0.6027     0.0630     0.1353     0.6298         0.0393     8105         12.5000       204.6820           0.2405     0.0638     0.1340     0.6135         0.0613
         11x12    10888              32       832.3210           0.7289     0.0665     0.1300     0.5618         0.0385     6812         12.5000       208.2960           0.2901     0.0675     0.1294     0.5499         0.0606
           9x7    16547              32       842.4760           0.4854     0.0523     0.1255     0.6781         0.0381    10439         12.5000       212.9390           0.1937     0.0524     0.1230     0.6572         0.0591
        8x38SF    19588              32       847.8340           0.4129     0.0573     0.1435     0.7580         0.0378    12441         12.5000       208.7790           0.1598     0.0549     0.1388     0.7524         0.0601
        9x75SF    13610              32       848.5370           0.5940     0.0946     0.1855     0.6740         0.0379     8534         12.5000       208.6760           0.2318     0.0937     0.1839     0.6715         0.0605
        8x41SF    20426              32       849.2670           0.3967     0.0506     0.1320     0.7566         0.0378    12979         12.5000       207.8600           0.1531     0.0484     0.1278     0.7530         0.0602
          9x75    16114              32       856.7080           0.5072     0.0577     0.1324     0.6662         0.0374    10133         12.5000       215.4820           0.2024     0.0582     0.1307     0.6477         0.0582
          7x9E    23008              32       860.0310           0.3570     0.0252     0.0778     0.6943         0.0373    15000         12.5000       236.5340           0.1508     0.0352     0.0858     0.6477         0.0542
        11x12E    10403              32       860.7840           0.7865     0.0785     0.1421     0.5444         0.0374     6505         12.5000       214.1580           0.3111     0.0792     0.1414     0.5360         0.0594
         9x75E    15337              32       860.9870           0.5350     0.0671     0.1461     0.6637         0.0373     9645         12.5000       215.1060           0.2120     0.0672     0.1441     0.6496         0.0585
          8x4E    21525              32       864.4510           0.3831     0.0440     0.1188     0.7430         0.0371    13724         12.5000       217.8470           0.1513     0.0427     0.1142     0.7209         0.0575
        8x47SF    18336              32       871.9430           0.4534     0.0718     0.1638     0.7370         0.0368    11596         12.5000       214.0780           0.1755     0.0694     0.1598     0.7346         0.0587
        8x45MR    20640              32       872.7320           0.4035     0.0504     0.1293     0.7363         0.0367    13098         12.5000       218.4490           0.1591     0.0494     0.1254     0.7183         0.0573
          78x4    23842              32       873.9890           0.3500     0.0327     0.0969     0.7348         0.0366    15354         12.5000       223.9100           0.1391     0.0314     0.0912     0.7001         0.0560
         10x10    12826              32       875.0480           0.6504     0.0689     0.1371     0.5878         0.0367     8042         12.5000       217.7680           0.2586     0.0698     0.1362     0.5752         0.0575
           8x4    22777              32       883.8420           0.3704     0.0380     0.1062     0.7265         0.0363    14612         12.5000       223.9560           0.1461     0.0364     0.1007     0.7007         0.0560
        10x10E    13001              32       885.3160           0.6502     0.0671     0.1335     0.5800         0.0361     8145         12.5000       219.9890           0.2572     0.0676     0.1326     0.5706         0.0571
          9x3N    23488              32       885.9440           0.3596     0.0192     0.0623     0.6464         0.0363    15400         12.5000       213.5810           0.1320     0.0164     0.0566     0.6542         0.0587
          9x6N    20262              32       887.7840           0.4179     0.0300     0.0838     0.6438         0.0361    12839         12.5000       219.1280           0.1629     0.0292     0.0814     0.6350         0.0572
         11x13    10886              32       889.7580           0.7793     0.0712     0.1300     0.5250         0.0361     6808         12.5000       221.8970           0.3092     0.0720     0.1295     0.5160         0.0569
           9x8    16281              32       898.4300           0.5263     0.0586     0.1297     0.6360         0.0357    10232         12.5000       225.2970           0.2095     0.0590     0.1281     0.6199         0.0557
       875x70N    18860              32       899.5840           0.4553     0.0436     0.1083     0.6530         0.0356    11873         12.5000       225.2740           0.1809     0.0436     0.1067     0.6364         0.0556
           8x5    21665              32       901.5910           0.3971     0.0450     0.1174     0.7123         0.0356    13787         12.5000       227.1280           0.1572     0.0440     0.1131     0.6899         0.0552
          9x85    15996              32       914.4020           0.5459     0.0630     0.1345     0.6240         0.0350    10038         12.5000       227.9730           0.2169     0.0636     0.1333     0.6101         0.0549
         8x6SF    17426              32       926.3100           0.5070     0.0888     0.1813     0.6936         0.0346    10974         12.5000       226.6860           0.1970     0.0871     0.1787     0.6920         0.0552
          8x6E    19436              32       934.1940           0.4585     0.0646     0.1458     0.6874         0.0343    12271         12.5000       232.9550           0.1811     0.0640     0.1428     0.6728         0.0539
       875x75N    18793              32       936.3480           0.4752     0.0458     0.1090     0.6274         0.0342    11812         12.5000       233.4590           0.1881     0.0458     0.1077     0.6152         0.0537
           8x6    21183              32       941.8290           0.4243     0.0503     0.1228     0.6825         0.0340    13389         12.5000       236.0830           0.1682     0.0499     0.1199     0.6639         0.0531
          8x4F    24349              32       941.8580           0.3690     0.0331     0.0929     0.6822         0.0340    15682         12.5000       235.0510           0.1430     0.0309     0.0875     0.6667         0.0533
       875x75W    19622              32       949.1690           0.4615     0.0407     0.0999     0.6193         0.0338    12342         12.5000       234.4090           0.1810     0.0404     0.0986     0.6120         0.0535
          9x9E    15151              32       958.0030           0.6033     0.0776     0.1498     0.5960            NaN     9497         12.5000       238.0170           0.2380     0.0778     0.1486     0.5875            NaN
           9x9    16184              32       963.0060           0.5678     0.0640     0.1312     0.5930         0.0333    10151         12.5000       239.4620           0.2250     0.0644     0.1302     0.5816         0.0524
         8x375    25838              32       977.6620           0.3612     0.0288     0.0825     0.6575         0.0328    16754         12.5000       231.1370           0.1316     0.0250     0.0766     0.6785         0.0542
       7x38WSF    22845              32       984.1050           0.4113     0.0818     0.1801     0.7460         0.0325    14495         12.5000       241.3650           0.1589     0.0784     0.1746     0.7425         0.0520
      875x75NN    19931              32       986.5150           0.4727     0.0405     0.0970     0.5954         0.0325    12517         12.5000       242.5630           0.1843     0.0400     0.0959     0.5931         0.0518
      875x80NN    19930              32       994.3850           0.4763     0.0408     0.0970     0.5904         0.0322    12509         12.5000       243.6140           0.1854     0.0403     0.0959     0.5895         0.0515
         11x14    11323              32       997.3210           0.8383     0.0707     0.1200     0.4697         0.0323     7088         12.5000       246.4530           0.3308     0.0713     0.1197     0.4633         0.0509
           8x7    20934              32       998.1240           0.4554     0.0553     0.1258     0.6431         0.0321    13174         12.5000       248.0260           0.1796     0.0551     0.1239     0.6325         0.0505
         7x4SF    25399              32       998.6400           0.3752     0.0604     0.1457     0.7350         0.0321    16157         12.5000       243.9920           0.1441     0.0572     0.1406     0.7342         0.0513
        7x41SF    25815              32       998.6530           0.3694     0.0575     0.1411     0.7350         0.0321    16386         12.5000       243.7740           0.1419     0.0548     0.1366     0.7354         0.0514
     875x775NN    19948              32      1000.1750           0.4789     0.0410     0.0968     0.5863         0.0320    12527         12.5000       245.7620           0.1868     0.0404     0.0958     0.5841         0.0511
          78x6    22563              32      1000.5420           0.4230     0.0501     0.1197     0.6587         0.0320    14273         12.5000       248.6040           0.1660     0.0492     0.1168     0.6478         0.0504
          7x4E    26597              32      1009.7610           0.3623     0.0532     0.1329     0.7268         0.0317    16988         12.5000       251.5530           0.1415     0.0509     0.1272     0.7120         0.0497
       10x12WE    12188              32      1017.6660           0.7960     0.0934     0.1518     0.5050         0.0315     7621         12.5000       251.9330           0.3133     0.0938     0.1512     0.5002         0.0502
       875x85N    18713              32      1023.1660           0.5214     0.0506     0.1099     0.5746         0.0313    11739         12.5000       252.4980           0.2048     0.0505     0.1090     0.5690         0.0497
         88x85    19234              32      1028.7200           0.5102     0.0464     0.1031     0.5704         0.0312    12085         12.5000       251.7070           0.1990     0.0458     0.1020     0.5673         0.0497
      9x45R-RH    22483              32      1029.6980           0.4366     0.0255     0.0680     0.5567         0.0313    14288         12.5000       230.6460           0.1538     0.0222     0.0658     0.6049         0.0544
          9x10    16212              32      1043.6280           0.6140     0.0689     0.1308     0.5478         0.0307    10159         12.5000       258.1190           0.2421     0.0693     0.1300     0.5405         0.0486
           7x4    27881              32      1044.9650           0.3578     0.0478     0.1209     0.7024         0.0306    17905         12.5000       254.9490           0.1360     0.0440     0.1145     0.7026         0.0491
     875x825NN    19913              32      1047.7100           0.5024     0.0431     0.0971     0.5605         0.0306    12494         12.5000       255.7620           0.1950     0.0425     0.0963     0.5615         0.0491
         88x89    19124              32      1057.4980           0.5277     0.0485     0.1043     0.5539         0.0303    11996         12.5000       257.0240           0.2045     0.0478     0.1036     0.5560         0.0486
         7x5SF    24547              32      1058.1430           0.4114     0.0708     0.1560     0.6935         0.0303    15496         12.5000       257.8210           0.1586     0.0684     0.1528     0.6960         0.0486
