Propeller,RPM@32N,Thrust@32N (N),Power@32N (W),Torque@32N (Nm),Cp@32N,Ct@32N,FOM@32N,Eff@32N (N/W),RPM@12N,Thrust@12N (N),Power@12N (W),Torque@12N (Nm),Cp@12N,Ct@12N,FOM@12N,Eff@12N (N/W)
115x6,11024,32,606.995,0.5253,0.0375,0.10622,0.73612,0.052749,6969,12.5,154.818,0.2121,0.03782,0.10378,0.70459,0.080871
11x47SF,10923,32,609.061,0.5318,0.04828,0.12915,0.76692,0.052636,6888,12.5,150.83,0.208,0.04739,0.12666,0.75878,0.083382
12x8,9533,32,610.235,0.6078,0.0468,0.11942,0.7042,0.05285,6010,12.5,154.483,0.2448,0.0475,0.1177,0.6781,0.080974
12x8E,9945,32,612.678,0.5881,0.0417,0.10998,0.69878,0.052309,6245,12.5,155.673,0.2354,0.04213,0.10847,0.67696,0.081334
11x38SF,11756,32,613.721,0.4971,0.03893,0.1114,0.76251,0.052355,7422,12.5,152.88,0.1949,0.03814,0.10881,0.75027,0.082787
125x10,8567,32,615.031,0.6813,0.05294,0.12553,0.67084,0.052523,5367,12.5,156.526,0.2742,0.05404,0.12441,0.64767,0.081548
11x45MR,12397,32,615.779,0.4727,0.03328,0.10018,0.75959,0.052206,7841,12.5,155.54,0.1885,0.03313,0.09774,0.73573,0.080852
11x7E-3,10236,32,618.544,0.5752,0.05932,0.14689,0.75618,0.051993,6435,12.5,157.51,0.2306,0.06003,0.14452,0.73092,0.080637
14x14,6809,32,620.025,0.8642,0.06026,0.12626,0.59405,0.052099,4250,12.5,157.662,0.3467,0.0617,0.12575,0.5765,0.081488
12x9W,8785,32,620.038,0.6715,0.0609,0.14069,0.69193,0.051929,5506,12.5,157.795,0.2695,0.0619,0.1391,0.66906,0.080963
11x45EP,13314,32,624.501,0.4471,0.02726,0.08682,0.74857,0.051428,8439,12.5,159.5,0.1795,0.02721,0.08428,0.71751,0.079091
11x55MR,11578,32,624.815,0.5137,0.04142,0.11475,0.74873,0.051492,7299,12.5,157.293,0.2045,0.04144,0.11262,0.72709,0.080363
12x85F,9724,32,625.221,0.6117,0.04527,0.11486,0.6859,0.05149,6114,12.5,157.324,0.2446,0.04577,0.11343,0.66591,0.080046
11x6-4,9917,32,626.249,0.6025,0.06632,0.15663,0.74625,0.051206,6241,12.5,162.008,0.2457,0.06808,0.15387,0.70737,0.078117
12x9,9361,32,627.43,0.6365,0.0508,0.12388,0.68481,0.051386,5884,12.5,158.337,0.2561,0.05178,0.12247,0.66061,0.079565
11x55E,12431,32,631.926,0.4839,0.03389,0.0996,0.74072,0.050878,7864,12.5,160.263,0.1936,0.03383,0.09725,0.71391,0.078423
11x5,12495,32,632.997,0.4823,0.0334,0.0986,0.73947,0.050794,7928,12.5,161.685,0.1946,0.03352,0.09567,0.70421,0.077528
11x4,13298,32,633.681,0.454,0.02776,0.08707,0.73779,0.050679,8452,12.5,163.895,0.184,0.02781,0.08398,0.69797,0.076978
14x14N,7089,32,636.439,0.8542,0.05508,0.11672,0.57827,0.050513,4416,12.5,162.328,0.3428,0.05643,0.11628,0.56074,0.079671
11x6,11855,32,639.206,0.514,0.03959,0.1096,0.73128,0.050191,7485,12.5,163.84,0.207,0.03985,0.10699,0.70085,0.077218
11x7SF,9585,32,642.187,0.6363,0.07483,0.16735,0.73,0.050236,6031,12.5,157.174,0.2487,0.074,0.16551,0.72506,0.07973
12x10W,8708,32,644.227,0.7029,0.06483,0.14315,0.66683,0.050063,5453,12.5,163.638,0.2818,0.06598,0.14184,0.64608,0.078138
11x3,14838,32,647.406,0.4162,0.02047,0.06997,0.72171,0.049515,9485,12.5,170.005,0.1704,0.02045,0.06674,0.67183,0.074042
135x135,7461,32,647.595,0.8218,0.05721,0.12154,0.59138,0.050047,4660,12.5,164.186,0.3295,0.05851,0.12103,0.5736,0.078249
12x10,9266,32,650.38,0.6674,0.05437,0.12651,0.66006,0.049524,5811,12.5,164.289,0.2682,0.05545,0.12534,0.63811,0.077023
11x7,11393,32,655.612,0.5479,0.04564,0.11854,0.71357,0.049072,7183,12.5,166.374,0.2203,0.04615,0.11637,0.68665,0.075728
11x7E,11640,32,656.749,0.537,0.04286,0.11358,0.71256,0.048971,7330,12.5,166.067,0.2145,0.0431,0.11163,0.69031,0.076128
105x45,15229,32,664.654,0.4164,0.02455,0.07998,0.73638,0.048256,9712,12.5,172.239,0.1688,0.02446,0.07676,0.69412,0.072967
11x9-4,8856,32,668.373,0.7187,0.09914,0.19628,0.69999,0.048086,5547,12.5,171.504,0.2909,0.10178,0.19417,0.67111,0.074451
135x14,7544,32,669.931,0.8409,0.05725,0.11891,0.57109,0.048363,4714,12.5,169.212,0.3367,0.05849,0.11837,0.55542,0.075702
14x14E,7312,32,671.459,0.8696,0.05257,0.10946,0.54962,0.048217,4561,12.5,169.268,0.3464,0.05346,0.10901,0.53749,0.076302
10x38SF,13672,32,671.933,0.4684,0.04367,0.12064,0.76534,0.047798,8649,12.5,166.782,0.183,0.04256,0.11752,0.75595,0.075639
12x10E,9614,32,672.418,0.6646,0.0503,0.11748,0.63884,0.047946,6040,12.5,167.849,0.2654,0.05098,0.11651,0.62224,0.074696
10x46SF,14379,32,672.975,0.4458,0.03755,0.10907,0.765,0.047724,9111,12.5,165.566,0.1732,0.03632,0.10606,0.75822,0.075781
105x6,12704,32,673.698,0.5053,0.04274,0.11489,0.72682,0.047676,8043,12.5,171.482,0.203,0.04289,0.11212,0.69834,0.073014
10x47SF,12730,32,674.141,0.5044,0.05419,0.13908,0.76373,0.047652,8044,12.5,165.653,0.1967,0.053,0.13622,0.75704,0.075611
10x38MRF-RH,13972,32,676.187,0.4621,0.04129,0.11558,0.75992,0.047344,8836,12.5,170.267,0.1831,0.04092,0.11273,0.73901,0.073778
10x45MRF-RH,14339,32,677.374,0.4501,0.03817,0.10964,0.75902,0.047397,9084,12.5,170.651,0.1789,0.03779,0.10674,0.7365,0.073441
11x8,11132,32,677.452,0.5801,0.0507,0.12427,0.69039,0.047363,7008,12.5,171.437,0.2331,0.0514,0.1226,0.66607,0.072946
10x45MR,14246,32,678.717,0.4542,0.03897,0.1111,0.75774,0.04728,9023,12.5,170.689,0.1804,0.0387,0.10831,0.73514,0.073289
12x11,9192,32,681.376,0.7052,0.0584,0.12856,0.62958,0.047215,5754,12.5,172.169,0.2828,0.0596,0.12775,0.61078,0.073684
11x8E,11361,32,681.961,0.5711,0.04784,0.11918,0.68608,0.047171,7148,12.5,171.801,0.228,0.04826,0.11756,0.66689,0.073256
13x13N,8627,32,689.335,0.7586,0.04774,0.10586,0.57525,0.046839,5389,12.5,174.188,0.3041,0.04887,0.10544,0.55911,0.073387
11x8F,11525,32,690.605,0.57,0.04635,0.11581,0.67805,0.046591,7249,12.5,173.852,0.2274,0.04673,0.11417,0.65874,0.072618
10x5E,14660,32,690.815,0.4491,0.03643,0.1049,0.74464,0.04647,9286,12.5,174.717,0.1791,0.03617,0.10201,0.71872,0.072016
10x55MR,13387,32,694.464,0.4941,0.04804,0.12577,0.74116,0.046261,8442,12.5,174.665,0.1962,0.04786,0.12328,0.72121,0.072233
10x4,15521,32,694.863,0.4268,0.0309,0.09357,0.74008,0.046197,9899,12.5,178.57,0.172,0.03062,0.08986,0.70299,0.070163
10x6-4,11733,32,695.108,0.5643,0.0714,0.16376,0.74013,0.046219,7396,12.5,178.982,0.2294,0.07288,0.16044,0.70375,0.070627
11x85E,11262,32,699.814,0.5915,0.05043,0.1214,0.66852,0.045932,7080,12.5,175.125,0.236,0.05088,0.11992,0.65048,0.071678
10x5,14459,32,700.343,0.4613,0.03844,0.10781,0.73483,0.045855,9179,12.5,178.756,0.1852,0.03826,0.10449,0.70344,0.070255
11x9,11000,32,702.413,0.6098,0.05433,0.12677,0.6641,0.045626,7000,12.5,172.205,0.235,0.04829,0.11406,0.65142,0.073618
10x58EP(F2B),13901,32,703.752,0.4832,0.04359,0.11674,0.7297,0.045532,8778,12.5,177.765,0.1926,0.04354,0.11413,0.70745,0.07075
13x14,7707,32,704.435,0.867,0.06966,0.13464,0.56612,0.045884,4819,12.5,176.442,0.3462,0.071,0.13416,0.55138,0.072058
10x3,17464,32,707.087,0.3861,0.02209,0.07392,0.72678,0.04537,11218,12.5,184.795,0.1569,0.0217,0.06999,0.67918,0.067877
10x6E,13952,32,708.981,0.4852,0.04349,0.11597,0.72386,0.045166,8810,12.5,178.808,0.1934,0.04342,0.11334,0.70186,0.070296
95x5MR,14873,32,711.58,0.4564,0.04647,0.12521,0.76062,0.04504,9395,12.5,178.53,0.1807,0.04606,0.12226,0.74097,0.07055
13x135N,8608,32,715.232,0.7886,0.04984,0.10632,0.55482,0.045156,5377,12.5,180.38,0.3155,0.05094,0.10594,0.54002,0.07083
10x6,13751,32,715.885,0.496,0.04575,0.11923,0.71901,0.044832,8695,12.5,181.909,0.1987,0.04576,0.11628,0.69156,0.069248
12x12,9159,32,719.403,0.7479,0.0624,0.12953,0.59632,0.04469,5726,12.5,181.229,0.2991,0.06362,0.12895,0.57981,0.070085
10x7SF,11342,32,722.156,0.6062,0.08204,0.17511,0.713,0.044553,7127,12.5,177.556,0.2367,0.08111,0.17315,0.70913,0.070865
10x6F,14587,32,729.437,0.4764,0.03902,0.10595,0.70476,0.044022,9228,12.5,184.289,0.1897,0.03878,0.10329,0.68314,0.068222
95x45,17895,32,733.564,0.3913,0.02758,0.08652,0.73747,0.043662,11436,12.5,189.259,0.1577,0.02716,0.08257,0.69749,0.066375
12x12N,9422,32,734.383,0.7401,0.0583,0.12228,0.58484,0.043922,5903,12.5,184.0,0.296,0.05947,0.12169,0.57013,0.068389
10x7E,13481,32,736.983,0.5207,0.04995,0.12404,0.69796,0.0436,8490,12.5,185.764,0.2074,0.05,0.12195,0.67894,0.067928
9x37SF,17831,32,739.938,0.3959,0.03675,0.10816,0.77183,0.043311,11350,12.5,182.568,0.1532,0.03507,0.10414,0.7647,0.068853
10x7,13335,32,740.82,0.5291,0.05183,0.1268,0.69501,0.043355,8407,12.5,187.653,0.2118,0.05218,0.12436,0.67085,0.067249
11x10,10914,32,741.466,0.6482,0.05891,0.12937,0.62983,0.04324,6839,12.5,186.727,0.2595,0.06,0.12837,0.61187,0.067473
9x38SF,16213,32,746.29,0.439,0.04929,0.13079,0.76521,0.042968,10276,12.5,184.177,0.1708,0.04766,0.12704,0.75755,0.068262
9x41SF,17309,32,746.962,0.4115,0.04052,0.11475,0.765,0.042941,11002,12.5,183.556,0.1593,0.0389,0.111,0.759,0.068103
95x6,15376,32,754.024,0.4673,0.04451,0.11706,0.71813,0.042566,9738,12.5,191.328,0.1871,0.04445,0.1139,0.6909,0.0657
9x46SF,16837,32,756.661,0.4288,0.04465,0.12129,0.75484,0.042356,10659,12.5,186.267,0.1662,0.04317,0.11806,0.75032,0.067496
9x47SF,15117,32,756.725,0.4777,0.06176,0.15049,0.75412,0.04235,9547,12.5,186.896,0.1857,0.06001,0.14707,0.74955,0.067428
11x55R-RH,15900,32,758.496,0.4553,0.01949,0.06096,0.6159,0.042236,10095,12.5,191.465,0.1808,0.0192,0.05903,0.59547,0.065441
9x45MRF-RH,16883,32,759.949,0.4294,0.04448,0.12063,0.75165,0.042156,10693,12.5,190.99,0.1699,0.04383,0.11728,0.73146,0.06578
93x3,19262,32,760.184,0.3766,0.0254,0.08126,0.72705,0.042169,12396,12.5,197.123,0.1516,0.0247,0.0766,0.68417,0.063671
9x45MR,16924,32,761.023,0.4293,0.04428,0.12005,0.74985,0.04208,10720,12.5,191.614,0.1699,0.04363,0.11672,0.7296,0.065552
12x12E,9510,32,761.829,0.7611,0.0589,0.12,0.56351,0.042346,5964,12.5,189.531,0.3024,0.05952,0.1194,0.55279,0.066137
11x10E,11081,32,762.322,0.6561,0.05781,0.12552,0.61308,0.042053,6951,12.5,190.439,0.2609,0.05842,0.12449,0.59971,0.065813
12x13,9145,32,763.131,0.7946,0.0665,0.12993,0.56215,0.042116,5714,12.5,191.948,0.3169,0.0677,0.12944,0.549,0.066234
9x45E,17290,32,764.234,0.4214,0.04159,0.115,0.74787,0.041962,10986,12.5,192.475,0.1674,0.041,0.11139,0.72392,0.064964
10x8,13095,32,768.777,0.56,0.05692,0.13155,0.66819,0.041686,8235,12.5,194.082,0.224,0.05751,0.12967,0.64765,0.064883
9x4,18614,32,771.261,0.3953,0.03368,0.09919,0.74046,0.04158,11908,12.5,197.839,0.1584,0.03301,0.09475,0.70527,0.063286
10x8E,13213,32,774.638,0.5587,0.05574,0.12919,0.66421,0.041428,8301,12.5,194.062,0.2221,0.05611,0.12756,0.64821,0.064976
12x13N,9412,32,775.466,0.7827,0.0618,0.12254,0.55382,0.0416,5894,12.5,193.931,0.3123,0.06287,0.12208,0.54126,0.064945
9x3,19915,32,785.397,0.3763,0.02807,0.08672,0.72666,0.040769,12812,12.5,202.783,0.151,0.02712,0.08181,0.68669,0.061784
9x5,17554,32,786.003,0.427,0.04091,0.11154,0.72666,0.040814,11172,12.5,199.878,0.1706,0.04038,0.10759,0.69803,0.062741
9x6-4,13883,32,786.581,0.5408,0.08289,0.1784,0.72542,0.040744,8763,12.5,201.426,0.2186,0.08397,0.17456,0.69363,0.062429
11x11,10865,32,787.066,0.6908,0.06331,0.13047,0.59373,0.040773,6800,12.5,197.771,0.2758,0.06442,0.12978,0.5796,0.063799
9x8E-3,12831,32,793.429,0.5897,0.10578,0.2088,0.71966,0.040432,8065,12.5,198.421,0.2348,0.10657,0.20643,0.70233,0.063168
9x6SF,14107,32,794.351,0.5372,0.07974,0.17277,0.719,0.040346,8881,12.5,194.867,0.2092,0.07829,0.17016,0.71588,0.064404
9x6E,15964,32,798.001,0.4775,0.05529,0.13498,0.71493,,10083,12.5,199.966,0.1894,0.05499,0.13212,0.69633,
95x7N,16617,32,798.185,0.4609,0.0387,0.10226,0.6765,0.040151,11533,12.5,200.852,0.1696,0.03167,0.08597,0.65347,0.062279
11x12W,10011,32,802.334,0.7652,0.0827,0.1538,0.58201,0.039897,6257,12.5,201.813,0.3047,0.08395,0.15305,0.56928,0.062763
875x50,17782,32,802.779,0.4306,0.04633,0.12173,0.73135,0.039927,11296,12.5,203.702,0.1718,0.04577,0.11772,0.70377,0.061653
9x6,16842,32,809.126,0.4582,0.04767,0.12121,0.70568,0.039606,10659,12.5,204.874,0.1831,0.04753,0.11806,0.68095,0.06135
95x75N,16025,32,809.471,0.4825,0.0424,0.10791,0.66803,0.039543,10089,12.5,204.795,0.1936,0.04287,0.10632,0.64544,0.061166
925x60,18336,32,810.407,0.4215,0.0323,0.09167,0.68599,0.039579,11616,12.5,205.742,0.1686,0.03218,0.08908,0.66031,0.061035
9x5F,18464,32,812.345,0.4195,0.03634,0.10083,0.70293,0.039484,11751,12.5,205.318,0.1663,0.03552,0.0972,0.67976,0.061115
12x14,9148,32,813.424,0.8468,0.0709,0.12991,0.52715,0.039517,5714,12.5,203.636,0.3368,0.07193,0.12947,0.51628,0.062461
9x65,16371,32,814.693,0.4745,0.05227,0.12822,0.70074,0.039381,10331,12.5,206.391,0.1898,0.05243,0.12563,0.67765,0.060904
10x9,12915,32,815.577,0.6027,0.063,0.13527,0.62983,0.03929,8105,12.5,204.682,0.2405,0.06377,0.13402,0.61353,0.061311
11x12,10888,32,832.321,0.7289,0.06651,0.12998,0.56178,0.038541,6812,12.5,208.296,0.2901,0.06751,0.12936,0.54987,0.060572
9x7,16547,32,842.476,0.4854,0.05231,0.12552,0.67809,0.038086,10439,12.5,212.939,0.1937,0.05241,0.12303,0.65719,0.059062
8x38SF,19588,32,847.834,0.4129,0.05729,0.14353,0.758,0.037823,12441,12.5,208.779,0.1598,0.05489,0.13882,0.75244,0.060148
9x75SF,13610,32,848.537,0.594,0.09458,0.18548,0.674,0.037861,8534,12.5,208.676,0.2318,0.0937,0.18386,0.67153,0.060518
8x41SF,20426,32,849.267,0.3967,0.05057,0.132,0.75657,0.037754,12979,12.5,207.86,0.1531,0.0484,0.12779,0.75298,0.060158
9x75,16114,32,856.708,0.5072,0.05771,0.13243,0.66623,0.037396,10133,12.5,215.482,0.2024,0.05817,0.13073,0.64766,0.058189
7x9E,23008,32,860.031,0.357,0.02519,0.07782,0.69432,0.037277,15000,12.5,236.534,0.1508,0.03519,0.08575,0.64774,0.05424
11x12E,10403,32,860.784,0.7865,0.07854,0.14214,0.5444,0.037423,6505,12.5,214.158,0.3111,0.0792,0.14145,0.53602,0.059358
9x75E,15337,32,860.987,0.535,0.06713,0.14613,0.66367,0.037273,9645,12.5,215.106,0.212,0.06717,0.14409,0.64958,0.058523
8x4E,21525,32,864.451,0.3831,0.04401,0.11882,0.74305,0.037082,13724,12.5,217.847,0.1513,0.0427,0.11419,0.72089,0.057546
8x47SF,18336,32,871.943,0.4534,0.07177,0.16377,0.737,0.036779,11596,12.5,214.078,0.1755,0.06942,0.1598,0.7346,0.058718
8x45MR,20640,32,872.732,0.4035,0.05039,0.12928,0.73628,0.036729,13098,12.5,218.449,0.1591,0.0494,0.12544,0.71829,0.057306
78x4,23842,32,873.989,0.35,0.03274,0.09694,0.73484,0.036645,15354,12.5,223.91,0.1391,0.0314,0.09118,0.70013,0.05598
10x10,12826,32,875.048,0.6504,0.0689,0.13708,0.58783,0.036665,8042,12.5,217.768,0.2586,0.06978,0.13621,0.57521,0.057502
8x4,22777,32,883.842,0.3704,0.03797,0.1062,0.72645,0.036252,14612,12.5,223.956,0.1461,0.0364,0.10071,0.70067,0.055994
10x10E,13001,32,885.316,0.6502,0.0671,0.1335,0.58,0.036146,8145,12.5,219.989,0.2572,0.06756,0.13263,0.57058,0.05713
9x3N,23488,32,885.944,0.3596,0.01923,0.06229,0.64643,0.036323,15400,12.5,213.581,0.132,0.0164,0.0566,0.6542,0.058677
9x6N,20262,32,887.784,0.4179,0.03004,0.08378,0.64382,0.036141,12839,12.5,219.128,0.1629,0.02922,0.08145,0.63503,0.057161
11x13,10886,32,889.758,0.7793,0.0712,0.12999,0.525,0.036056,6808,12.5,221.897,0.3092,0.07202,0.12948,0.51604,0.056862
9x8,16281,32,898.43,0.5263,0.05863,0.12968,0.636,0.035701,10232,12.5,225.297,0.2095,0.05903,0.12815,0.61993,0.055739
875x70N,18860,32,899.584,0.4553,0.04357,0.10826,0.653,0.035611,11873,12.5,225.274,0.1809,0.04363,0.10667,0.63636,0.055604
8x5,21665,32,901.591,0.3971,0.04503,0.11737,0.71233,0.035552,13787,12.5,227.128,0.1572,0.04402,0.11311,0.68994,0.05517
9x85,15996,32,914.402,0.5459,0.063,0.1345,0.624,0.034997,10038,12.5,227.973,0.2169,0.06359,0.13331,0.61015,0.054888
8x6SF,17426,32,926.31,0.507,0.08877,0.18131,0.69357,0.034634,10974,12.5,226.686,0.197,0.0871,0.17869,0.69197,0.055179
8x6E,19436,32,934.194,0.4585,0.06459,0.14582,0.68744,0.034323,12271,12.5,232.955,0.1811,0.06397,0.14278,0.67281,0.053864
875x75N,18793,32,936.348,0.4752,0.04576,0.10896,0.62741,0.034228,11812,12.5,233.459,0.1881,0.04584,0.10768,0.61525,0.053703
8x6,21183,32,941.829,0.4243,0.05029,0.12277,0.68245,0.034017,13389,12.5,236.083,0.1682,0.04986,0.11992,0.66394,0.053141
8x4F,24349,32,941.858,0.369,0.03311,0.09291,0.68221,0.034043,15682,12.5,235.051,0.143,0.0309,0.08747,0.66673,0.053312
875x75W,19622,32,949.169,0.4615,0.04071,0.09992,0.61927,0.033794,12342,12.5,234.409,0.181,0.04037,0.09863,0.61203,0.053545
9x9E,15151,32,958.003,0.6033,0.07763,0.14983,0.596,,9497,12.5,238.017,0.238,0.0778,0.1486,0.58749,
9x9,16184,32,963.006,0.5678,0.06402,0.13124,0.593,0.033288,10151,12.5,239.462,0.225,0.06445,0.13023,0.5816,0.052385
8x375,25838,32,977.662,0.3612,0.02883,0.08255,0.65753,0.032796,16754,12.5,231.137,0.1316,0.025,0.0766,0.67852,0.054172
7x38WSF,22845,32,984.105,0.4113,0.08181,0.18008,0.746,0.032544,14495,12.5,241.365,0.1589,0.0784,0.17455,0.7425,0.051979
875x75NN,19931,32,986.515,0.4727,0.04047,0.09699,0.59541,0.032458,12517,12.5,242.563,0.1843,0.04,0.09585,0.59307,0.051758
875x80NN,19930,32,994.385,0.4763,0.04076,0.09699,0.59042,0.032202,12509,12.5,243.614,0.1854,0.04025,0.09595,0.58953,0.051529
11x14,11323,32,997.321,0.8383,0.07073,0.12003,0.46968,0.032254,7088,12.5,246.453,0.3308,0.07126,0.1197,0.46326,0.050947
8x7,20934,32,998.124,0.4554,0.05528,0.12578,0.64313,0.032075,13174,12.5,248.026,0.1796,0.05507,0.12393,0.63252,0.050513
7x4SF,25399,32,998.64,0.3752,0.0604,0.14568,0.735,0.032086,16157,12.5,243.992,0.1441,0.05723,0.14058,0.73416,0.051313
7x41SF,25815,32,998.653,0.3694,0.05753,0.14109,0.735,0.032068,16386,12.5,243.774,0.1419,0.05484,0.13665,0.73539,0.05142
875x775NN,19948,32,1000.175,0.4789,0.04097,0.09679,0.58631,0.03201,12527,12.5,245.762,0.1868,0.04045,0.09575,0.58411,0.051086
78x6,22563,32,1000.542,0.423,0.05014,0.11973,0.65875,0.032043,14273,12.5,248.604,0.166,0.04917,0.11685,0.64782,0.050414
7x4E,26597,32,1009.761,0.3623,0.05316,0.13288,0.72681,0.031731,16988,12.5,251.553,0.1415,0.0509,0.1272,0.71196,0.049697
10x12WE,12188,32,1017.666,0.796,0.09342,0.15182,0.505,0.031543,7621,12.5,251.933,0.3133,0.09375,0.15116,0.50024,0.050207
875x85N,18713,32,1023.166,0.5214,0.05061,0.10994,0.57457,0.031338,11739,12.5,252.498,0.2048,0.05048,0.10897,0.56896,0.049703
88x85,19234,32,1028.72,0.5102,0.04636,0.10312,0.57036,0.031168,12085,12.5,251.707,0.199,0.04579,0.10201,0.56725,0.049737
9x45R-RH,22483,32,1029.698,0.4366,0.02547,0.06804,0.55673,0.03128,14288,12.5,230.646,0.1538,0.0222,0.06576,0.60486,0.054353
9x10,16212,32,1043.628,0.614,0.06894,0.13082,0.54779,0.030723,10159,12.5,258.119,0.2421,0.06925,0.13002,0.54048,0.048608
7x4,27881,32,1044.965,0.3578,0.04775,0.1209,0.70243,0.030648,17905,12.5,254.949,0.136,0.044,0.11455,0.70262,0.049064
875x825NN,19913,32,1047.71,0.5024,0.04306,0.09709,0.56052,0.030567,12494,12.5,255.762,0.195,0.04245,0.09625,0.56148,0.049093
88x89,19124,32,1057.498,0.5277,0.04851,0.10431,0.55388,0.0303,11996,12.5,257.024,0.2045,0.0478,0.1036,0.55599,0.048638
7x5SF,24547,32,1058.143,0.4114,0.07082,0.15597,0.69345,0.030284,15496,12.5,257.821,0.1586,0.06845,0.1528,0.696,0.048642
7x5E,25364,32,1060.62,0.399,0.06438,0.14608,0.69227,0.03021,16082,12.5,263.053,0.1562,0.0627,0.14193,0.68116,0.047561
875x875W,19530,32,1063.482,0.5194,0.04627,0.10091,0.55229,0.03017,12258,12.5,259.07,0.2015,0.04557,0.10003,0.55377,0.048423
875x875NN,19885,32,1070.253,0.5137,0.04423,0.09739,0.54869,0.02993,12469,12.5,260.22,0.1986,0.04341,0.09665,0.55241,0.048253
88x90,19194,32,1077.461,0.5358,0.04886,0.10352,0.54364,0.029752,12054,12.5,263.222,0.2082,0.04819,0.10261,0.54411,0.047535
875x90W,19500,32,1080.119,0.5283,0.04725,0.10125,0.5445,0.029707,12238,12.5,262.591,0.2046,0.04645,0.10032,0.54648,0.047767
8x8E,18914,32,1081.073,0.5456,0.08118,0.15398,0.594,,11874,12.5,267.298,0.2144,0.08093,0.15257,0.58775,
7x3,31463,32,1082.021,0.3281,0.03437,0.09491,0.67912,0.029668,20607,12.5,254.08,0.1177,0.02876,0.0864,0.70503,0.04927
8x8,20844,32,1082.869,0.4958,0.06074,0.12678,0.59331,0.029582,13090,12.5,266.763,0.1944,0.06038,0.12561,0.58818,0.046921
88x875,19130,32,1088.478,0.5431,0.0499,0.10421,0.53796,0.029439,12006,12.5,264.427,0.2105,0.0491,0.1034,0.54002,0.047278
8x73,21570,32,1092.712,0.4833,0.05524,0.11836,0.58815,0.029345,13537,12.5,267.246,0.188,0.05455,0.11731,0.58761,0.046944
7x5,27195,32,1093.479,0.3838,0.05381,0.1271,0.67107,0.029305,17288,12.5,265.585,0.1464,0.0508,0.12279,0.67586,0.047157
875x90NN,19874,32,1097.647,0.5272,0.04542,0.09749,0.53488,0.029186,12461,12.5,266.328,0.2034,0.04451,0.09675,0.53938,0.047146
78x7,22214,32,1098.404,0.4718,0.05779,0.12354,0.60029,0.029177,13980,12.5,268.132,0.1831,0.0566,0.1219,0.59994,0.046632
875x925W,19501,32,1108.207,0.542,0.04845,0.10125,0.5305,0.028955,12233,12.5,268.623,0.2095,0.04758,0.10042,0.53347,0.046692
875x925NN,19861,32,1109.776,0.5334,0.046,0.09759,0.52898,0.028871,12451,12.5,269.025,0.2055,0.04505,0.0969,0.53435,0.046672
88x925,19134,32,1126.587,0.5618,0.05161,0.10421,0.51993,0.028444,12008,12.5,273.538,0.2174,0.0507,0.1034,0.52302,0.045705
88x95,19237,32,1131.64,0.5613,0.05187,0.10452,0.51958,0.028336,12074,12.5,274.639,0.2172,0.05099,0.10361,0.52215,0.045578
88x975,19260,32,1133.774,0.5616,0.05201,0.10473,0.51944,0.028286,12089,12.5,275.641,0.2173,0.05118,0.10381,0.52218,0.045421
7x6W,24609,32,1134.04,0.4398,0.07537,0.1552,0.64717,0.028257,15562,12.5,280.308,0.1718,0.07354,0.15147,0.63969,0.04472
9x39SFR-PC,23924,32,1134.687,0.4527,0.02331,0.06005,0.50396,0.02827,15466,12.5,234.819,0.1448,0.01785,0.05614,0.59386,0.053393
7x6E,24816,32,1140.362,0.4387,0.07391,0.15263,0.64337,0.028085,15645,12.5,281.228,0.1713,0.0726,0.14993,0.63829,0.044564
7x6SF,24140,32,1141.396,0.4513,0.08037,0.16134,0.64286,0.028055,15197,12.5,276.789,0.1738,0.07804,0.15894,0.647,0.045256
74x75C,22115,32,1147.087,0.4951,0.07957,0.15385,0.60566,0.027917,13934,12.5,282.625,0.1937,0.07841,0.15139,0.59887,0.044268
6x42E-3,29789,32,1150.655,0.3688,0.09327,0.19623,0.744,0.027828,18956,12.5,287.442,0.1448,0.0904,0.18928,0.72691,0.043501
9x44SFR,23587,32,1157.745,0.4679,0.0248,0.06183,0.49631,0.027888,15099,12.5,237.593,0.1503,0.0195,0.05893,0.5863,0.05267
74x76C,22087,32,1158.14,0.5005,0.08066,0.15433,0.59974,0.027646,13909,12.5,285.619,0.1959,0.07961,0.15188,0.59373,0.043817
74x77C,22067,32,1167.711,0.5054,0.08155,0.15453,0.5948,0.027417,13892,12.5,287.522,0.1976,0.08051,0.15228,0.58878,0.043537
7x6,26808,32,1178.264,0.4196,0.06057,0.13076,0.62311,0.02719,16918,12.5,282.498,0.1595,0.05781,0.12828,0.63375,0.04428
8x9,20782,32,1192.281,0.5473,0.06749,0.12756,0.53865,0.026877,13038,12.5,291.286,0.213,0.0667,0.1266,0.53908,0.042939
63x4,33232,32,1214.12,0.3489,0.05776,0.13399,0.67691,0.026398,21364,12.5,287.111,0.1282,0.05134,0.12658,0.69909,0.0436
7x7E,24589,32,1255.98,0.4874,0.08365,0.15542,0.58423,0.025515,15449,12.5,306.815,0.1893,0.08226,0.15369,0.58445,0.040858
7x7,26401,32,1279.241,0.4624,0.06886,0.13484,0.57359,0.025062,16587,12.5,305.207,0.1754,0.06614,0.13336,0.58817,0.041056
8x10,20252,32,1309.921,0.617,0.08005,0.13433,0.49024,0.024469,12685,12.5,318.759,0.2396,0.07916,0.13357,0.49169,0.039365
